datacoverage,elevation,elevationUnit,id,latitude,longitude,maxdate,mindate,name
0.9535,171.0,METERS,GHCND:US1ILEF0010,39.0284,-88.5659,2019-06-22,2008-08-04,"WATSON 0.3 NE, IL US"
0.3714,189.3,METERS,GHCND:US1ILEF0029,39.0047,-88.7679,2019-06-22,2018-04-02,"ALTAMONT 3.8 SSW, IL US"
0.5324,237.4,METERS,GHCND:US1ILFD0010,40.5431,-88.3086,2019-06-22,2012-05-05,"GIBSON CITY 6.5 NE, IL US"
0.6416,241.4,METERS,GHCND:US1ILFD0011,40.4594,-88.0906,2019-06-22,2012-11-01,"PAXTON 0.5 E, IL US"
0.1373,225.2,METERS,GHCND:US1ILFD0012,40.4427,-88.4125,2019-06-22,2013-05-23,"GIBSON CITY 2.4 SW, IL US"
0.8743,139.3,METERS,GHCND:US1ILFK0006,38.0236,-88.9068,2019-06-22,2016-04-10,"BENTON 1.3 NNE, IL US"
0.9359,201.2,METERS,GHCND:US1ILFL0011,40.5321,-90.1473,2019-06-22,2016-05-10,"CUBA 3.6 NE, IL US"
0.966,118.0,METERS,GHCND:US1ILGL0002,37.7969,-88.256,2019-06-22,2017-03-21,"RIDGWAY 0.3 ESE, IL US"
0.9998,160.0,METERS,GHCND:US1ILGY0001,41.3414,-88.2981,2019-06-22,2006-11-01,"CARBON HILL 3.1 N, IL US"
0.5045,188.1,METERS,GHCND:US1ILGY0002,41.1532,-88.4476,2019-06-22,2007-03-18,"DWIGHT 4.1 NNW, IL US"
0.964,176.8,METERS,GHCND:US1ILGY0004,41.2947,-88.2778,2019-06-22,2008-10-03,"COAL CITY 0.4 N, IL US"
0.7877,178.3,METERS,GHCND:US1ILGY0009,41.2418,-88.4149,2019-06-22,2013-01-14,"MAZON 0.5 ENE, IL US"
0.9739,182.3,METERS,GHCND:US1ILGY0010,41.4518,-88.2543,2019-06-22,2010-03-27,"MINOOKA 0.3 NE, IL US"
0.6702,180.1,METERS,GHCND:US1ILGY0011,41.429,-88.4743,2019-06-22,2010-04-05,"MORRIS 4.8 NNW, IL US"
0.8363,164.6,METERS,GHCND:US1ILGY0016,41.3315,-88.3141,2019-06-22,2011-05-26,"MORRIS 6.4 ESE, IL US"
0.97,160.3,METERS,GHCND:US1ILGY0020,41.3369,-88.4045,2019-06-22,2014-04-13,"MORRIS 2.5 SSE, IL US"
0.8677,171.0,METERS,GHCND:US1ILGY0021,41.3289,-88.2701,2019-06-22,2014-04-13,"COAL CITY 2.8 N, IL US"
0.9667,164.3,METERS,GHCND:US1ILGY0027,41.3266,-88.3295,2019-06-22,2018-03-29,"MORRIS 5.9 ESE, IL US"
0.9918,159.4,METERS,GHCND:US1ILGY0028,41.3546,-88.4506,2019-06-22,2018-06-23,"MORRIS 1.5 SW, IL US"
0.4698,147.8,METERS,GHCND:US1ILHM0003,38.0812,-88.6227,2019-06-22,2018-03-16,"MCLEANSBORO 4.9 W, IL US"
0.9342,182.0,METERS,GHCND:US1ILHN0001,40.5938,-91.1467,2019-06-22,2006-12-01,"DALLAS CITY 3.0 SSE, IL US"
0.9373,209.1,METERS,GHCND:US1ILHN0002,40.2874,-91.3588,2019-06-22,2009-04-19,"WARSAW 5.8 SE, IL US"
0.2191,167.6,METERS,GHCND:US1ILHN0005,40.5371,-91.3808,2019-06-22,1998-06-17,"NAUVOO 0.7 SSE, IL US"
0.9067,214.9,METERS,GHCND:US1ILHN0007,40.5849,-90.9571,2019-06-22,2015-06-27,"LA HARPE 0.7 E, IL US"
0.7849,187.1,METERS,GHCND:US1ILHY0004,41.4524,-89.9912,2019-06-22,2007-08-21,"ATKINSON 2.6 NNE, IL US"
0.9473,224.0,METERS,GHCND:US1ILHY0005,41.4334,-90.4175,2019-06-22,2007-09-26,"COAL VALLEY 1.9 SE, IL US"
0.9752,226.2,METERS,GHCND:US1ILHY0006,41.2313,-90.4354,2019-06-22,2008-01-03,"NEW WINDSOR 2.0 N, IL US"
0.9631,249.9,METERS,GHCND:US1ILHY0011,41.1764,-90.3175,2019-06-22,2017-04-01,"WOODHULL 0.3 ESE, IL US"
0.9803,236.2,METERS,GHCND:US1ILHY0012,41.2251,-90.3735,2019-06-22,2017-04-01,"ALPHA 2.3 N, IL US"
0.7652,254.2,METERS,GHCND:US1ILHY0013,41.1952,-90.0049,2019-06-22,2017-01-31,"GALVA 2.7 NE, IL US"
0.914,212.1,METERS,GHCND:US1ILHY0015,41.4451,-90.3973,2019-06-22,2017-08-06,"COAL VALLEY 2.6 E, IL US"
0.9986,189.0,METERS,GHCND:US1ILIR0002,40.8784,-87.8462,2019-06-22,2013-10-07,"ASHKUM 5.6 E, IL US"
0.3335,214.6,METERS,GHCND:US1ILIR0010,40.5949,-88.0355,2019-06-22,2012-05-04,"BUCKLEY 0.2 SSE, IL US"
0.9706,195.4,METERS,GHCND:US1ILIR0014,40.8002,-87.8595,2019-06-22,2013-07-10,"WATSEKA 6.9 WNW, IL US"
0.8296,201.8,METERS,GHCND:US1ILIR0016,40.558,-87.891,2019-06-22,2016-06-09,"CISSNA PARK 0.6 S, IL US"
0.9813,246.9,METERS,GHCND:US1ILJD0002,42.4063,-90.3181,2019-06-22,2007-06-15,"GALENA 5.7 E, IL US"
0.9693,190.5,METERS,GHCND:US1ILJF0008,38.4681,-89.0695,2019-06-22,2016-02-02,"WALNUT HILL 1.5 WSW, IL US"
0.816,139.6,METERS,GHCND:US1ILJF0009,38.2558,-88.7299,2019-06-22,2017-05-07,"BELLE RIVE 1.7 NNE, IL US"
1.0,192.9,METERS,GHCND:US1ILJH0001,37.5884,-88.7432,2019-06-22,2018-09-25,"NEW BURNSIDE 1.8 ENE, IL US"
0.796,132.9,METERS,GHCND:US1ILJK0013,37.7205,-89.263,2019-06-22,2016-01-20,"CARBONDALE 2.5 W, IL US"
0.9992,122.8,METERS,GHCND:US1ILJK0014,37.8141,-89.2231,2019-06-22,2016-02-12,"DE SOTO 0.3 ESE, IL US"
0.9958,121.9,METERS,GHCND:US1ILJK0019,37.8068,-89.3245,2019-06-22,2018-03-06,"MURPHYSBORO 2.8 NNE, IL US"
0.992,201.5,METERS,GHCND:US1ILKD0034,41.5678,-88.2701,2019-06-22,2012-04-12,"PLAINFIELD 4.8 SW, IL US"
0.9448,203.3,METERS,GHCND:US1ILKK0039,41.0546,-88.0378,2019-06-22,2017-03-30,"HERSCHER 3.3 E, IL US"
0.9195,217.9,METERS,GHCND:US1ILKN0004,41.7762,-88.4478,2019-06-22,2006-12-28,"SUGAR GROVE 0.7 NE, IL US"
0.0349,226.2,METERS,GHCND:US1ILKN0022,41.8682,-88.3203,2019-06-22,1998-06-17,"GENEVA 1.0 SSW, IL US"
0.9531,220.1,METERS,GHCND:US1ILKN0023,41.8594,-88.3275,2019-06-22,2007-03-20,"BATAVIA 1.5 WNW, IL US"
0.977,264.3,METERS,GHCND:US1ILKN0030,41.8942,-88.4786,2019-06-22,2007-07-27,"ELBURN 0.4 NW, IL US"
0.8028,210.0,METERS,GHCND:US1ILKN0051,41.7787,-88.4343,2019-06-22,2008-02-03,"SUGAR GROVE 1.4 ENE, IL US"
0.9929,231.6,METERS,GHCND:US1ILKN0064,41.9201,-88.299,2019-06-22,2008-04-03,"ST. CHARLES 0.1 E, IL US"
0.9596,260.0,METERS,GHCND:US1ILKN0067,41.984,-88.3803,2019-06-22,2008-05-11,"ST. CHARLES 6.0 NW, IL US"
0.8987,217.3,METERS,GHCND:US1ILKN0078,41.8644,-88.3232,2019-06-22,2010-04-05,"GENEVA 1.3 SSW, IL US"
0.993,249.6,METERS,GHCND:US1ILKN0095,42.0404,-88.3366,2019-06-22,2011-04-03,"ELGIN 2.5 W, IL US"
0.9564,260.6,METERS,GHCND:US1ILKN0096,41.8939,-88.4761,2019-06-22,2011-04-01,"ELBURN 0.3 NW, IL US"
0.9587,218.8,METERS,GHCND:US1ILKN0104,41.8571,-88.3823,2019-06-22,2014-01-16,"GENEVA 3.9 WSW, IL US"
0.9958,256.9,METERS,GHCND:US1ILKN0118,42.095,-88.3279,2019-06-22,2017-07-11,"SLEEPY HOLLOW 0.7 W, IL US"
0.9,252.7,METERS,GHCND:US1ILKN0119,41.8749,-88.5519,2019-06-22,2018-02-08,"MAPLE PARK 3.1 SE, IL US"
0.9997,235.6,METERS,GHCND:US1ILKX0009,40.9136,-90.2935,2019-06-22,2010-06-01,"KNOXVILLE 0.7 NW, IL US"
0.9885,226.2,METERS,GHCND:US1ILLE0005,41.8328,-89.6228,2019-06-22,2007-02-21,"STERLING 4.3 NE, IL US"
0.928,246.3,METERS,GHCND:US1ILLE0008,41.8633,-89.2257,2019-06-22,2007-05-07,"ASHTON 0.4 SSW, IL US"
0.8066,245.7,METERS,GHCND:US1ILLE0010,41.8876,-89.5082,2019-06-22,2007-05-21,"DIXON 3.0 NNW, IL US"
0.646,224.6,METERS,GHCND:US1ILLE0022,41.7102,-89.337,2019-06-22,2017-06-27,"AMBOY 0.5 SSW, IL US"
0.6738,166.1,METERS,GHCND:US1ILLG0003,40.2643,-89.5179,2019-06-22,2007-12-23,"EMDEN 2.9 SW, IL US"
0.793,182.9,METERS,GHCND:US1ILLG0006,40.1522,-89.3664,2019-06-22,2008-02-21,"LINCOLN 0.1 NNE, IL US"
0.9153,189.9,METERS,GHCND:US1ILLG0009,40.097,-89.2389,2019-06-22,2008-02-19,"BEASON 4.0 SW, IL US"
0.7147,192.0,METERS,GHCND:US1ILLG0015,40.0496,-89.2206,2019-06-22,2008-03-20,"CHESTNUT 1.9 W, IL US"
0.5077,182.9,METERS,GHCND:US1ILLG0019,40.21,-89.2734,2019-06-22,2008-03-27,"LINCOLN 6.4 NE, IL US"
0.7883,179.2,METERS,GHCND:US1ILLG0040,40.1536,-89.3615,2019-06-22,2015-08-25,"LINCOLN 0.4 NE, IL US"
0.5795,182.0,METERS,GHCND:US1ILLG0049,40.1655,-89.3343,2019-06-22,2018-05-10,"LINCOLN 2.0 ENE, IL US"
0.5466,214.9,METERS,GHCND:US1ILLK0013,42.2825,-87.8762,2019-06-22,2007-03-21,"LAKE BLUFF 1.3 W, IL US"
0.9581,213.1,METERS,GHCND:US1ILLK0016,42.188,-87.959,2019-06-22,2007-02-11,"BUFFALO GROVE 1.5 N, IL US"
0.857,218.8,METERS,GHCND:US1ILLK0019,42.4024,-87.8636,2019-06-22,2007-03-24,"WAUKEGAN 2.2 N, IL US"
0.971,217.0,METERS,GHCND:US1ILLK0022,42.266,-87.846,2019-06-22,2007-08-01,"LAKE FOREST 2.1 NNE, IL US"
0.3319,205.1,METERS,GHCND:US1ILLK0027,42.4717,-87.8352,2019-06-22,2007-07-11,"WINTHROP HARBOR 0.7 SSW, IL US"
0.8709,210.9,METERS,GHCND:US1ILLK0039,42.1726,-87.8884,2019-06-22,2008-04-12,"RIVERWOODS 0.4 ENE, IL US"
0.6721,229.8,METERS,GHCND:US1ILLK0054,42.2734,-88.0003,2019-06-22,2010-07-08,"MUNDELEIN 0.5 NNE, IL US"
0.6038,250.5,METERS,GHCND:US1ILLK0070,42.3683,-88.1561,2019-06-22,2012-07-20,"FOX LAKE 2.4 SE, IL US"
0.5099,260.0,METERS,GHCND:US1ILLK0087,42.2111,-88.0916,2019-06-22,2014-05-19,"LAKE ZURICH 1.3 N, IL US"
0.9859,201.5,METERS,GHCND:US1ILLK0103,42.1611,-87.9394,2019-06-22,2018-04-22,"BUFFALO GROVE 1.3 ESE, IL US"
0.9939,185.0,METERS,GHCND:US1ILLS0001,41.3633,-88.8566,2019-06-22,2006-12-08,"OTTAWA 1.3 NW, IL US"
0.8991,191.1,METERS,GHCND:US1ILLS0007,41.4775,-88.6707,2019-06-22,2007-03-30,"SHERIDAN 3.4 SSE, IL US"
0.9953,192.0,METERS,GHCND:US1ILLS0017,41.3728,-88.8415,2019-06-22,2007-05-15,"OTTAWA 1.6 N, IL US"
0.9837,183.5,METERS,GHCND:US1ILLS0034,41.3401,-89.0959,2019-06-22,2009-11-21,"LA SALLE 0.1 W, IL US"
0.967,189.3,METERS,GHCND:US1ILLS0045,41.1157,-88.8529,2019-06-22,2011-06-09,"STREATOR 1.3 WSW, IL US"
0.6821,225.2,METERS,GHCND:US1ILLS0057,41.5534,-89.1138,2019-06-22,2014-09-30,"MENDOTA 0.4 ENE, IL US"
0.5411,194.8,METERS,GHCND:US1ILLS0060,41.347,-89.1177,2019-06-22,2016-08-22,"PERU 0.7 ENE, IL US"
0.9701,199.0,METERS,GHCND:US1ILLV0006,40.8655,-88.6299,2019-06-22,2007-04-23,"PONTIAC 1.0 SE, IL US"
0.9684,234.7,METERS,GHCND:US1ILLV0021,40.7356,-88.2908,2019-06-22,2018-06-08,"CHATSWORTH 1.2 S, IL US"
0.5962,113.1,METERS,GHCND:US1ILMC0001,37.2551,-88.7567,2019-06-22,2009-04-19,"BELKNAP 11.1 ESE, IL US"
0.8984,120.7,METERS,GHCND:US1ILMC0002,37.1651,-88.6765,2019-06-22,2017-11-29,"METROPOLIS 2.1 ENE, IL US"
0.9736,210.0,METERS,GHCND:US1ILMCD007,40.4624,-90.7452,2019-06-22,2010-03-25,"COLCHESTER 3.5 NE, IL US"
0.9036,292.0,METERS,GHCND:US1ILMCH013,42.3245,-88.3946,2019-06-22,2007-02-24,"BULL VALLEY 2.5 WNW, IL US"
0.4876,264.0,METERS,GHCND:US1ILMCH033,42.2755,-88.495,2019-06-22,2008-06-10,"WOODSTOCK 3.8 SW, IL US"
0.976,253.6,METERS,GHCND:US1ILMCH043,42.1739,-88.2993,2019-06-22,2010-02-16,"ALGONQUIN 0.7 N, IL US"
0.9916,246.6,METERS,GHCND:US1ILMCH049,42.2122,-88.2444,2019-06-22,2010-05-13,"CARY 0.3 NE, IL US"
0.9761,272.5,METERS,GHCND:US1ILMCH083,42.2288,-88.3496,2019-06-22,2017-03-07,"CRYSTAL LAKE 1.0 WSW, IL US"
0.953,247.2,METERS,GHCND:US1ILMCH087,42.2584,-88.6031,2019-06-22,2017-11-26,"MARENGO 0.7 NNW, IL US"
0.9797,267.9,METERS,GHCND:US1ILMCL002,40.4712,-88.6196,2019-06-22,2007-04-25,"ARROWSMITH 1.7 NNE, IL US"
0.9854,234.1,METERS,GHCND:US1ILMCL004,40.3135,-88.9676,2019-06-22,2007-01-21,"HEYWORTH 0.6 E, IL US"
0.9808,230.1,METERS,GHCND:US1ILMCL007,40.2896,-88.802,2019-06-22,2007-07-03,"LE ROY 4.1 SSW, IL US"
0.8318,249.0,METERS,GHCND:US1ILMCL009,40.5343,-89.2055,2019-06-22,2007-07-24,"DANVERS 1.7 WNW, IL US"
0.3079,245.1,METERS,GHCND:US1ILMCL017,40.501,-88.9319,2019-06-22,2008-07-19,"BLOOMINGTON 2.7 NE, IL US"
0.2639,241.1,METERS,GHCND:US1ILMCL026,40.3116,-88.8346,2019-06-22,2011-08-23,"LE ROY 4.2 WSW, IL US"
0.7409,227.1,METERS,GHCND:US1ILMCL028,40.637,-88.7808,2019-06-22,2012-07-13,"LEXINGTON 0.5 SSE, IL US"
0.5742,256.3,METERS,GHCND:US1ILMCL029,40.4518,-88.765,2019-06-22,2013-05-07,"ELLSWORTH 2.5 W, IL US"
0.6424,232.9,METERS,GHCND:US1ILMCL030,40.3728,-88.4911,2019-06-22,2013-05-30,"SAYBROOK 4.3 SSE, IL US"
0.5963,237.1,METERS,GHCND:US1ILMCL039,40.4584,-89.065,2019-06-22,2014-12-04,"BLOOMINGTON 5.0 WSW, IL US"
0.4301,262.4,METERS,GHCND:US1ILMCL041,40.4565,-88.999,2019-06-22,2017-09-24,"BLOOMINGTON 2.0 SW, IL US"
0.848,233.8,METERS,GHCND:US1ILMCL045,40.3291,-88.7939,2019-06-22,2017-10-19,"LE ROY 1.8 WSW, IL US"
0.9878,239.3,METERS,GHCND:US1ILMCL046,40.5041,-88.9884,2019-06-22,2017-11-25,"NORMAL 1.1 SSE, IL US"
0.8636,254.2,METERS,GHCND:US1ILMCL048,40.4723,-88.9473,2019-06-22,2018-04-09,"BLOOMINGTON 1.5 ESE, IL US"
0.9347,128.0,METERS,GHCND:US1ILMD0010,38.7245,-90.1069,2019-06-22,2007-05-08,"GRANITE CITY 1.4 ENE, IL US"
0.7747,164.0,METERS,GHCND:US1ILMD0020,38.8089,-89.97,2019-06-22,2009-05-08,"EDWARDSVILLE 0.9 WSW, IL US"
0.9502,179.2,METERS,GHCND:US1ILMD0028,38.954,-89.8166,2019-06-22,2013-08-25,"STAUNTON 4.3 SSW, IL US"
0.9047,183.8,METERS,GHCND:US1ILMD0034,38.932,-90.1985,2019-06-22,2015-06-04,"GODFREY 2.5 SSW, IL US"
0.9709,160.9,METERS,GHCND:US1ILMD0037,38.7393,-89.6575,2019-06-22,2018-02-27,"HIGHLAND 1.0 E, IL US"
0.8247,179.8,METERS,GHCND:US1ILME0008,39.9275,-89.7964,2019-06-22,2013-07-22,"PETERSBURG 6.5 SSE, IL US"
0.92,184.7,METERS,GHCND:US1ILME0009,39.9759,-89.7253,2019-06-22,2014-05-06,"ATHENS 1.0 N, IL US"
0.8896,173.1,METERS,GHCND:US1ILME0012,40.0124,-89.8544,2019-06-22,2016-12-29,"PETERSBURG 0.2 W, IL US"
0.9114,210.0,METERS,GHCND:US1ILMG0006,39.5866,-90.2458,2019-06-22,2008-04-02,"MURRAYVILLE 0.4 NE, IL US"
0.6091,191.4,METERS,GHCND:US1ILMG0009,39.7164,-90.2473,2019-06-22,2011-12-30,"JACKSONVILLE 1.2 SW, IL US"
0.8883,221.9,METERS,GHCND:US1ILMG0014,39.7071,-90.1949,2019-06-22,2017-03-30,"JACKSONVILLE 2.6 SE, IL US"
0.9582,201.2,METERS,GHCND:US1ILMH0004,41.0753,-89.4661,2019-06-22,2017-04-24,"SPARLAND 3.4 NNW, IL US"
0.848,157.9,METERS,GHCND:US1ILMN0005,38.6099,-89.0516,2019-06-22,2014-03-20,"ODIN 0.5 SSE, IL US"
0.8784,197.5,METERS,GHCND:US1ILMO0004,38.1868,-90.1507,2019-06-22,2012-12-27,"FULTS 3.7 ENE, IL US"
0.9797,200.9,METERS,GHCND:US1ILMP0004,39.4469,-89.8053,2019-06-22,2008-02-26,"GIRARD 1.2 W, IL US"
0.7875,204.2,METERS,GHCND:US1ILMP0018,39.4459,-89.7846,2019-06-22,2013-09-09,"GIRARD 0.1 WSW, IL US"
0.147,200.9,METERS,GHCND:US1ILMU0001,39.7262,-88.4743,2019-06-22,2009-02-27,"ARTHUR 0.8 NNW, IL US"
0.9469,196.0,METERS,GHCND:US1ILMY0001,39.347,-89.3455,2019-06-22,2007-09-05,"NOKOMIS 4.5 NW, IL US"
0.7984,169.2,METERS,GHCND:US1ILPP0004,37.3919,-88.491,2019-06-22,2017-10-01,"GOLCONDA 2.0 N, IL US"
0.9456,216.4,METERS,GHCND:US1ILPR0009,40.8234,-89.6814,2019-06-22,2013-08-03,"DUNLAP 2.6 S, IL US"
0.9376,211.2,METERS,GHCND:US1ILPR0014,40.8652,-89.7986,2019-06-22,2016-04-10,"PRINCEVILLE 5.1 SSW, IL US"
0.8757,218.8,METERS,GHCND:US1ILPT0001,40.069,-88.539,2019-06-22,2007-12-14,"MONTICELLO 3.5 NNE, IL US"
0.5141,205.1,METERS,GHCND:US1ILPT0003,39.8533,-88.5382,2019-06-22,2008-04-28,"ATWOOD 5.4 NW, IL US"
0.8827,205.4,METERS,GHCND:US1ILPT0008,40.1367,-88.4816,2019-06-22,2008-12-12,"WHITE HEATH 3.7 NNE, IL US"
0.5801,207.9,METERS,GHCND:US1ILPT0011,39.8061,-88.4633,2019-06-22,2009-04-02,"ATWOOD 0.4 N, IL US"
0.9955,218.8,METERS,GHCND:US1ILPT0013,40.189,-88.5584,2019-06-22,2009-03-29,"MANSFIELD 3.0 WSW, IL US"
0.5768,207.9,METERS,GHCND:US1ILPT0014,39.9465,-88.7234,2019-06-22,2011-03-15,"CERRO GORDO 3.9 N, IL US"
0.2686,215.8,METERS,GHCND:US1ILPT0015,40.174,-88.4656,2019-06-22,2012-08-05,"MAHOMET 3.6 WSW, IL US"
0.7388,161.5,METERS,GHCND:US1ILPY0001,38.154,-89.5536,2019-06-22,2016-08-31,"COULTERVILLE 3.5 SE, IL US"
0.8735,141.4,METERS,GHCND:US1ILPY0002,38.0175,-89.2468,2019-06-22,2018-04-30,"DU QUOIN 1.1 NW, IL US"
0.9144,147.5,METERS,GHCND:US1ILRC0006,38.7486,-88.0671,2019-06-22,2018-03-01,"OLNEY 1.5 NE, IL US"
0.9491,146.0,METERS,GHCND:US1ILRH0007,38.1398,-89.7393,2019-06-22,2007-04-29,"SPARTA 2.4 NW, IL US"
0.6243,150.9,METERS,GHCND:US1ILRH0008,38.1325,-89.7401,2019-06-22,2007-08-20,"SPARTA 2.2 WNW, IL US"
0.7373,246.6,METERS,GHCND:US1ILRI0017,41.335,-90.647,2019-06-22,2016-04-14,"MILAN 8.8 SSW, IL US"
0.6382,177.1,METERS,GHCND:US1ILRI0022,41.3403,-91.0077,2019-06-22,2018-06-01,"ILLINOIS CITY 6.7 SW, IL US"
0.9996,157.9,METERS,GHCND:US1ILSC0003,38.5096,-89.9711,2019-06-22,2006-12-08,"BELLEVILLE 2.2 SE, IL US"
0.9945,168.9,METERS,GHCND:US1ILSC0009,38.5524,-90.0805,2019-06-22,2007-12-24,"BELLEVILLE 4.5 WNW, IL US"
0.9908,184.1,METERS,GHCND:US1ILSC0011,38.5735,-90.066,2019-06-22,2009-05-29,"CENTREVILLE 1.9 E, IL US"
0.9777,171.0,METERS,GHCND:US1ILSC0016,38.6049,-89.9685,2019-06-22,2011-09-25,"FAIRVIEW HEIGHTS 2.0 ENE, IL US"
0.9134,152.7,METERS,GHCND:US1ILSC0023,38.4949,-89.9811,2019-06-22,2013-07-13,"BELLEVILLE 2.7 SSE, IL US"
0.9866,131.1,METERS,GHCND:US1ILSC0026,38.488,-89.796,2019-06-22,2016-03-12,"MASCOUTAH 1.5 SSE, IL US"
0.8923,175.9,METERS,GHCND:US1ILSG0004,39.8535,-89.5754,2019-06-22,2006-12-18,"RIVERTON 1.9 W, IL US"
0.7238,178.9,METERS,GHCND:US1ILSG0011,39.6688,-89.6711,2019-06-22,2007-01-13,"CHATHAM 1.4 ESE, IL US"
0.8685,182.9,METERS,GHCND:US1ILSG0017,39.7838,-89.7289,2019-06-22,2007-02-01,"SPRINGFIELD 4.4 W, IL US"
0.3927,185.9,METERS,GHCND:US1ILSG0034,39.7735,-89.7229,2019-06-22,2010-03-18,"SPRINGFIELD 4.2 W, IL US"
0.9605,178.6,METERS,GHCND:US1ILSG0045,39.6742,-89.6693,2019-06-22,2014-05-30,"CHATHAM 1.5 E, IL US"
0.263,181.1,METERS,GHCND:US1ILSG0046,39.7974,-89.7431,2019-06-22,2014-05-13,"SPRINGFIELD 5.3 WNW, IL US"
0.5416,182.6,METERS,GHCND:US1ILSG0052,39.8068,-89.6605,2019-06-22,2016-08-23,"SPRINGFIELD 1.9 NNW, IL US"
0.5589,200.9,METERS,GHCND:US1ILSH0001,39.412,-88.7961,2019-06-22,1998-06-17,"SHELBYVILLE 0.5 NE, IL US"
0.3491,180.4,METERS,GHCND:US1ILSH0003,39.2827,-88.7973,2019-06-22,1998-06-17,"MODE 3.7 NW, IL US"
0.6222,227.1,METERS,GHCND:US1ILSK0006,41.0949,-89.8662,2019-06-22,2017-10-01,"TOULON 0.1 WNW, IL US"
0.6106,112.2,METERS,GHCND:US1ILSL0001,37.8016,-88.5311,2019-06-22,2009-03-10,"HARRISBURG 4.6 NNE, IL US"
0.6908,299.0,METERS,GHCND:US1ILSP0003,42.4961,-89.6843,2019-06-22,2007-04-01,"ORANGEVILLE 2.8 NW, IL US"
0.9577,235.9,METERS,GHCND:US1ILSP0006,42.3095,-89.6637,2019-06-22,2007-05-15,"FREEPORT 2.0 NW, IL US"
0.9135,285.0,METERS,GHCND:US1ILSP0007,42.4292,-89.4173,2019-06-22,2008-03-06,"DAVIS 0.5 N, IL US"
0.9608,255.1,METERS,GHCND:US1ILSP0008,42.4693,-89.7187,2019-06-22,2008-03-20,"WINSLOW 4.3 ESE, IL US"
0.1837,260.3,METERS,GHCND:US1ILSP0017,42.2632,-89.8299,2019-06-22,2014-05-13,"PEARL CITY 0.4 SW, IL US"
0.9777,247.2,METERS,GHCND:US1ILSP0025,42.3043,-89.6628,2019-06-22,2018-04-01,"FREEPORT 1.7 NW, IL US"
0.8923,264.6,METERS,GHCND:US1ILSP0026,42.2678,-89.6832,2019-06-22,2018-04-22,"FREEPORT 2.9 WSW, IL US"
0.9924,214.9,METERS,GHCND:US1ILTZ0001,40.5974,-89.4706,2019-06-22,2006-11-16,"MORTON 1.0 S, IL US"
0.9882,238.7,METERS,GHCND:US1ILTZ0023,40.7157,-89.4123,2019-06-22,2014-11-06,"WASHINGTON 1.7 NE, IL US"
0.9698,187.1,METERS,GHCND:US1ILTZ0026,40.5216,-89.596,2019-06-22,2015-09-01,"PEKIN 3.6 SSE, IL US"
0.7453,178.9,METERS,GHCND:US1ILUN0006,37.5223,-89.2485,2019-06-22,2017-04-09,"COBDEN 0.8 SSE, IL US"
0.9983,192.3,METERS,GHCND:US1ILUN0008,37.5597,-89.188,2019-06-22,2017-11-13,"COBDEN 4.1 ENE, IL US"
0.8717,128.6,METERS,GHCND:US1ILUN0010,37.3582,-89.1767,2019-06-22,2018-04-28,"DONGOLA 0.7 W, IL US"
0.9982,207.9,METERS,GHCND:US1ILVR0004,40.2647,-87.6656,2019-06-22,2006-12-19,"HENNING 3.4 SSE, IL US"
0.971,216.1,METERS,GHCND:US1ILVR0017,40.4661,-87.6854,2019-06-22,2011-04-05,"HOOPESTON 0.8 W, IL US"
0.9881,206.0,METERS,GHCND:US1ILVR0020,40.0366,-87.6412,2019-06-22,2012-05-06,"WESTVILLE 0.6 SSW, IL US"
0.3359,222.5,METERS,GHCND:US1ILVR0025,40.4636,-87.6598,2019-06-22,2016-04-06,"HOOPESTON 0.6 E, IL US"
0.9385,197.2,METERS,GHCND:US1ILVR0030,40.1539,-87.6242,2019-06-22,2017-07-08,"DANVILLE 0.7 NNW, IL US"
0.9788,212.1,METERS,GHCND:US1ILVR0033,40.1929,-87.6677,2019-06-22,2018-01-20,"DANVILLE 4.2 NW, IL US"
0.9993,224.0,METERS,GHCND:US1ILWD0005,41.816,-89.904,2019-06-22,2007-04-23,"MORRISON 3.2 E, IL US"
0.9603,241.1,METERS,GHCND:US1ILWD0008,41.8876,-89.8136,2019-06-22,2007-07-01,"COLETA 1.4 SSW, IL US"
0.9683,190.8,METERS,GHCND:US1ILWD0018,41.6676,-89.9379,2019-06-22,2018-04-07,"PROPHETSTOWN 0.2 SW, IL US"
0.9942,226.5,METERS,GHCND:US1ILWF0020,40.7421,-89.1364,2019-06-22,2018-01-22,"SECOR 0.1 NNW, IL US"
0.937,225.9,METERS,GHCND:US1ILWF0022,40.691,-89.1303,2019-06-22,2018-07-09,"SECOR 3.4 S, IL US"
0.8803,225.9,METERS,GHCND:US1ILWL0016,41.6274,-87.9281,2019-06-22,2007-03-13,"HOMER GLEN 0.8 ENE, IL US"
0.9638,228.0,METERS,GHCND:US1ILWL0020,41.4585,-87.9098,2019-06-22,2007-05-16,"MANHATTAN 4.7 ENE, IL US"
0.9774,212.8,METERS,GHCND:US1ILWL0025,41.4468,-87.5657,2019-06-22,2007-05-18,"CRETE 2.6 E, IL US"
0.9673,213.1,METERS,GHCND:US1ILWL0026,41.4213,-87.9749,2019-06-22,2007-06-29,"MANHATTAN 0.8 ESE, IL US"
0.9995,181.1,METERS,GHCND:US1ILWL0051,41.5819,-88.1937,2019-06-22,2009-03-13,"PLAINFIELD 2.4 SSE, IL US"
