FID,the_geom,id,name,place,source,is_in,highway,addr_stree,waterway
dominica_points.905,POINT (-61.3708031 15.3109839),2121948048,Bellevue D'Aubigny Estate,locality,,,,,
dominica_points.906,POINT (-61.3655069 15.3100175),2121948049,Bellevue Ravvie Estate,locality,,,,,
dominica_points.907,POINT (-61.2451777 15.3966829),2121948050,Bellevue,locality,,,,,
dominica_points.908,POINT (-61.3610695 15.2994693),2121948051,Bells Estate,locality,,,,,
dominica_points.909,POINT (-61.3852683 15.3623086),2121948052,Belmont Estate,locality,,,,,
dominica_points.910,POINT (-61.3801724 15.3746755),2121948053,Belmont,locality,,,,,
dominica_points.911,POINT (-61.2498246 15.2952019),2121948054,Belved�re Estate,locality,,,,,
dominica_points.912,POINT (-61.3264487 15.2664668),2121948055,Bennet Estate,locality,,,,,
dominica_points.913,POINT (-61.3766719 15.3306152),2121948056,Bernard Estate,locality,,,,,
dominica_points.914,POINT (-61.3735801 15.337766),2121948057,Bernard Estate,locality,,,,,
dominica_points.915,POINT (-61.3623578 15.2956034),2121948058,Beverley Hills Estate,locality,,,,,
dominica_points.916,POINT (-61.2521853 15.3493058),2121948059,Bibiay,locality,,,,,
dominica_points.917,POINT (-61.2665853 15.3329893),2121948060,Bois Blanc,locality,,,,,
dominica_points.918,POINT (-61.3235239 15.2323385),2121948061,Bois D'Inde,locality,,,,,
dominica_points.919,POINT (-61.302631 15.3935645),2121948062,Bois Diable,locality,,,,,
dominica_points.920,POINT (-61.3890037 15.3745685),2121948063,Bon Repos,locality,,,,,
dominica_points.921,POINT (-61.3724392 15.351489),2121948064,Bona Vista Estate,locality,,,,,
dominica_points.922,POINT (-61.2478338 15.3477321),2121948065,Bout Sable Bay,locality,,,,,
dominica_points.923,POINT (-61.2550999 15.4064489),2121948066,Boy,locality,,,,,
dominica_points.924,POINT (-61.3480081 15.3829047),2121948067,Brantridge Estate,locality,,,,,
dominica_points.925,POINT (-61.3520309 15.3608731),2121948068,Brigandin,locality,,,,,
dominica_points.926,POINT (-61.3502194 15.3348395),2121948069,Brigo Estate,locality,,,,,
dominica_points.927,POINT (-61.4010562 15.4103123),2121948071,Brookhill Estate,locality,,,,,
dominica_points.928,POINT (-61.3443097 15.2929882),2121948072,Bully Estate,locality,,,,,
dominica_points.929,POINT (-61.3711422 15.3610215),2121948073,Cacao,locality,,,,,
dominica_points.930,POINT (-61.2851078 15.3673324),2121948074,Cacao,locality,,,,,
dominica_points.931,POINT (-61.3926395 15.4066416),2121948075,Caf�,locality,,,,,
dominica_points.932,POINT (-61.3869208 15.3329344),2121948076,Canefield Estate,locality,,,,,
dominica_points.933,POINT (-61.2639378 15.2920108),2121948077,Carib,locality,,,,,
dominica_points.934,POINT (-61.2590847 15.3386491),2121948078,Carse O'Gowrie Estate,locality,,,,,
dominica_points.935,POINT (-61.3514218 15.3157608),2121948079,Casso,locality,,,,,
dominica_points.936,POINT (-61.372468 15.2876574),2121948080,Castle Comfort Estate (Beaubois),locality,,,,,
dominica_points.937,POINT (-61.3500555 15.3681057),2121948081,Castleton Estate,locality,,,,,
dominica_points.938,POINT (-61.3311174 15.4129066),2121948082,Caye En Boucs,locality,,,,,
dominica_points.939,POINT (-61.3432627 15.3164511),2121948083,Chamberlain Estate,locality,,,,,
dominica_points.940,POINT (-61.3677972 15.2948026),2121948084,Champfleury Estate,locality,,,,,
dominica_points.941,POINT (-61.3646845 15.3415483),2121948085,Chapara Estate,locality,,,,,
dominica_points.942,POINT (-61.3767138 15.2952706),2121948086,Charlotte Valley,locality,,,,,
dominica_points.943,POINT (-61.3959318 15.3773289),2121948087,Charrurier,locality,,,,,
dominica_points.944,POINT (-61.3157418 15.2682343),2121948088,Chataigner D'Leau,locality,,,,,
dominica_points.945,POINT (-61.3874075 15.3428873),2121948089,Check Hall Estate,locality,,,,,
dominica_points.946,POINT (-61.3739255 15.2886924),2121948090,Citronniere,locality,,,,,
dominica_points.947,POINT (-61.4029743 15.4077456),2121948091,Clarke Hall Estate,locality,,,,,
dominica_points.948,POINT (-61.3685129 15.313966),2121948092,Cocoyer Estate,locality,,,,,
dominica_points.949,POINT (-61.3755769 15.3491465),2121948093,Codjo,locality,,,,,
dominica_points.950,POINT (-61.3814815 15.3306429),2121948094,Content Estate,locality,,,,,
dominica_points.951,POINT (-61.353254 15.313966),2121948095,Copt Hall Estate,locality,,,,,
dominica_points.952,POINT (-61.3526528 15.3049644),2121948096,Corlet,locality,,,,,
dominica_points.953,POINT (-61.3566114 15.3677468),2121948097,Corona Estate,locality,,,,,
dominica_points.954,POINT (-61.2581808 15.3206217),2121948098,Cote D'Or,locality,,,,,
dominica_points.955,POINT (-61.3189504 15.3947183),2121948099,Crete Palmiste,locality,,,,,
dominica_points.956,POINT (-61.3054162 15.3476773),2121948100,Croix,locality,,,,,
dominica_points.957,POINT (-61.3731793 15.3284341),2121948101,Culpepper Estate,locality,,,,,
dominica_points.958,POINT (-61.3732158 15.3660353),2121948102,Curry's Rest Estate,locality,,,,,
dominica_points.959,POINT (-61.3308097 15.2319794),2121948103,Dalfoncie,locality,,,,,
dominica_points.960,POINT (-61.2607555 15.2568435),2121948104,Daroux,locality,,,,,
dominica_points.961,POINT (-61.3775203 15.3544366),2121948105,David,locality,,,,,
dominica_points.962,POINT (-61.4124789 15.4127134),2121948106,Davis Estate,locality,,,,,
dominica_points.963,POINT (-61.2792261 15.3566346),2121948107,Dernier Falls,locality,,,,,
dominica_points.964,POINT (-61.3523379 15.3275506),2121948108,Deux Granges,locality,,,,,
dominica_points.965,POINT (-61.3683822 15.3740593),2121948109,Deux Saisons,locality,,,,,
dominica_points.966,POINT (-61.3315754 15.4142866),2121948110,Dleau Manioc,locality,,,,,
dominica_points.967,POINT (-61.3657073 15.3123645),2121948111,Dodds Estate,locality,,,,,
dominica_points.968,POINT (-61.2721678 15.3693752),2121948113,D�couvert,locality,,,,,
dominica_points.969,POINT (-61.3562886 15.2988894),2121948116,Eagleston Estate,locality,,,,,
dominica_points.970,POINT (-61.3412588 15.3284065),2121948119,East End Estate,locality,,,,,
dominica_points.971,POINT (-61.2732253 15.2523126),2121948123,En Barquer,locality,,,,,
dominica_points.972,POINT (-61.271707 15.2498713),2121948126,Fabre Hill,locality,,,,,
dominica_points.973,POINT (-61.2532949 15.3777533),2121948128,Fond Bananes,locality,,,,,
dominica_points.974,POINT (-61.2540747 15.312806),2121948129,Fond Calabasse,locality,,,,,
dominica_points.975,POINT (-61.382827 15.3168376),2121948130,Fond Colet,locality,,,,,
dominica_points.976,POINT (-61.262132 15.2546171),2121948131,Fond Crabe,locality,,,,,
dominica_points.977,POINT (-61.3314323 15.4067244),2121948133,Fond Mang,locality,,,,,
dominica_points.978,POINT (-61.3014568 15.4093336),2121948134,Fond Melle,locality,,,,,
dominica_points.979,POINT (-61.2936025 15.394189),2121948135,Fortun�,locality,,,,,
dominica_points.980,POINT (-61.262291 15.3758621),2121948136,Freeport,locality,,,,,
dominica_points.981,POINT (-61.2472039 15.3361644),2121948137,F�licite,locality,,,,,
dominica_points.982,POINT (-61.2725168 15.2553788),2121948138,Galba,locality,,,,,
dominica_points.983,POINT (-61.257367 15.369596),2121948139,Gardie,locality,,,,,
dominica_points.984,POINT (-61.3717192 15.3159264),2121948140,Glasgow Estate,locality,,,,,
dominica_points.985,POINT (-61.2466846 15.309431),2121948141,Glass� Pt,locality,,,,,
dominica_points.986,POINT (-61.3377947 15.3324927),2121948142,Golgotha,locality,,,,,
dominica_points.987,POINT (-61.2507274 15.4136306),2121948143,Good Hope,locality,,,,,
dominica_points.988,POINT (-61.3284795 15.2780695),2121948144,Grand Bois,locality,,,,,
dominica_points.989,POINT (-61.2941366 15.2562772),2121948145,Grand Fond Valley,locality,,,,,
dominica_points.990,POINT (-61.2516181 15.4058244),2121948146,Grand Marigot Bay,locality,,,,,
dominica_points.991,POINT (-61.2740133 15.3099882),2121948147,Grande Soufriere Hills,locality,,,,,
dominica_points.992,POINT (-61.2468604 15.3333482),2121948148,Greater Britain Estate,locality,,,,,
dominica_points.993,POINT (-61.3669886 15.3869623),2121948149,Green Hill Estate,locality,,,,,
dominica_points.994,POINT (-61.3776972 15.3208445),2121948150,Greenfield Estate,locality,,,,,
dominica_points.995,POINT (-61.3315159 15.2673781),2121948151,Gros Morne,locality,,,,,
dominica_points.996,POINT (-61.2833042 15.3575049),2121948152,Gueule Lion,locality,,,,,
dominica_points.997,POINT (-61.326641 15.2424026),2121948153,Hagley,locality,,,,,
dominica_points.998,POINT (-61.356024 15.3869623),2121948154,Harris Soltoun Estate,locality,,,,,
dominica_points.999,POINT (-61.3449232 15.3212554),2121948155,Hartington Estate,locality,,,,,
dominica_points.1000,POINT (-61.4003119 15.3733816),2121948156,Hertford Estate,locality,,,,,
dominica_points.1001,POINT (-61.3569835 15.3418244),2121948157,Hope Estate,locality,,,,,
dominica_points.1002,POINT (-61.3768353 15.2966765),2121948158,Kings Hill,locality,,,,,
dominica_points.1003,POINT (-61.3672818 15.3234642),2121948159,Knowsley Park Estate,locality,,,,,
dominica_points.1004,POINT (-61.3210116 15.3982236),2121948160,L'Arouma Popotte,locality,,,,,
dominica_points.1005,POINT (-61.3662448 15.3511962),2121948161,L'Impr�vue Estate,locality,,,,,
dominica_points.1006,POINT (-61.2536997 15.3633775),2121948162,La Cr�te,locality,,,,,
dominica_points.1007,POINT (-61.2538743 15.3140485),2121948163,La Fanchette,locality,,,,,
dominica_points.1008,POINT (-61.2520421 15.3176104),2121948164,La Gengette Estate,locality,,,,,
dominica_points.1009,POINT (-61.328147 15.3202338),2121948165,La Guerre Estate,locality,,,,,
dominica_points.1010,POINT (-61.2495045 15.2911776),2121948166,La Verette,locality,,,,,
dominica_points.1011,POINT (-61.3603252 15.3053234),2121948167,Lacorne,locality,,,,,
dominica_points.1012,POINT (-61.3481798 15.3768044),2121948168,Lancashire Estate,locality,,,,,
dominica_points.1013,POINT (-61.2677454 15.287979),2121948169,Laroche,locality,,,,,
dominica_points.1014,POINT (-61.2489903 15.3200187),2121948170,Laronde,locality,,,,,
dominica_points.1015,POINT (-61.3535333 15.4008181),2121948171,Leonce David,locality,,,,,
dominica_points.1016,POINT (-61.4092725 15.3851129),2121948172,Leper Home,locality,,,,,
dominica_points.1017,POINT (-61.3913055 15.3569267),2121948173,Les Pointes Estate,locality,,,,,
dominica_points.1018,POINT (-61.3722773 15.3549832),2121948174,Lime Villa,locality,,,,,
dominica_points.1019,POINT (-61.3163429 15.2627107),2121948175,Loggie,locality,,,,,
dominica_points.1020,POINT (-61.2664438 15.2517852),2121948176,Logiste,locality,,,,,
dominica_points.1021,POINT (-61.378132 15.3137175),2121948177,Lolot Estate,locality,,,,,
dominica_points.1022,POINT (-61.331382 15.3246791),2121948178,Long Ditton Estate,locality,,,,,
dominica_points.1023,POINT (-61.3336436 15.3212002),2121948179,Ma Jacque Estate,locality,,,,,
dominica_points.1024,POINT (-61.2577484 15.3652123),2121948180,Ma Robert,locality,,,,,
dominica_points.1025,POINT (-61.316801 15.2653897),2121948181,Ma Warner,locality,,,,,
dominica_points.1026,POINT (-61.3164384 15.2368166),2121948182,Mabouche,locality,,,,,
dominica_points.1027,POINT (-61.284163 15.3634125),2121948183,Maraque,locality,,,,,
dominica_points.1028,POINT (-61.3461621 15.353033),2121948184,Middleham Estate,locality,,,,,
dominica_points.1029,POINT (-61.3458471 15.3636889),2121948185,Middleham Estate,locality,,,,,
dominica_points.1030,POINT (-61.2726545 15.3456892),2121948186,Mollock,locality,,,,,
dominica_points.1031,POINT (-61.2636913 15.2947138),2121948187,Monsieur Andr�,locality,,,,,
dominica_points.1032,POINT (-61.2652038 15.3651519),2121948189,Monsieur Pierre,locality,,,,,
dominica_points.1033,POINT (-61.3287844 15.2396643),2121948190,Montine,locality,,,,,
dominica_points.1034,POINT (-61.3603824 15.3265014),2121948191,Montpelier,locality,,,,,
dominica_points.1035,POINT (-61.2626632 15.3586091),2121948192,Morne Aux Fr�gates,locality,,,,,
dominica_points.1036,POINT (-61.3625947 15.3618945),2121948193,Morne Boyer,locality,,,,,
dominica_points.1037,POINT (-61.365167 15.3392919),2121948194,Morne Cabrits Marons,,,,,,
dominica_points.1038,POINT (-61.3855136 15.3553347),2121948195,Morne Cotton,locality,,,,,
dominica_points.1039,POINT (-61.3669669 15.2933666),2121948197,Morne Desmoulins Estate,locality,,,,,
dominica_points.1040,POINT (-61.348257 15.2631056),2121948198,Morne Elot,locality,,,,,
dominica_points.1041,POINT (-61.2766911 15.3708382),2121948199,Morne George,locality,,,,,
dominica_points.1042,POINT (-61.2698945 15.3199224),2121948200,Morne Gouvernaur,,,,,,
dominica_points.1043,POINT (-61.3532422 15.2938502),2121948201,Morne Guy,locality,,,,,
dominica_points.1044,POINT (-61.3361915 15.3343977),2121948202,Morne Jack,locality,,,,,
dominica_points.1045,POINT (-61.2644382 15.351183),2121948203,Morne Jaune,locality,,,,,
dominica_points.1046,POINT (-61.3183025 15.2920662),2121948204,Morne John,locality,,,,,
dominica_points.1047,POINT (-61.3670242 15.3087473),2121948205,Morne Louis,locality,,,,,
dominica_points.1048,POINT (-61.2674081 15.3040981),2121948206,Morne Sinai,locality,,,,,
dominica_points.1049,POINT (-61.2709378 15.2624876),2121948207,Morne Toupie,locality,,,,,
dominica_points.1050,POINT (-61.333372 15.2296038),2121948208,Morne Vert,locality,,,,,
dominica_points.1051,POINT (-61.3599779 15.28879),2121948209,Morne Vrai Estate (Corlet),locality,,,,,
dominica_points.1052,POINT (-61.3296027 15.2507697),2121948210,Morpo,locality,,,,,
dominica_points.1053,POINT (-61.3687991 15.3359714),2121948211,Mt Anthony Estate,locality,,,,,
dominica_points.1054,POINT (-61.3637398 15.3492785),2121948212,Mt Joy Estate,locality,,,,,
dominica_points.1055,POINT (-61.3681121 15.3303391),2121948213,Mt Pleasant Estate,locality,,,,,
dominica_points.1056,POINT (-61.3721441 15.2900592),2121948214,Mt St Mary's,locality,,,,,
dominica_points.1057,POINT (-61.2579913 15.378739),2121948215,Negres Marons,locality,,,,,
dominica_points.1058,POINT (-61.2546107 15.37607),2121948216,New Town,locality,,,,,
dominica_points.1059,POINT (-61.2724652 15.3821157),2121948217,Newfoundland Estate,locality,,,,,
dominica_points.1060,POINT (-61.3455244 15.3290415),2121948218,Noel Estate,locality,,,,,
dominica_points.1061,POINT (-61.2502099 15.338235),2121948219,Ouayaneri Estate,locality,,,,,
dominica_points.1062,POINT (-61.3397701 15.3243202),2121948220,Pachoute Estate,locality,,,,,
dominica_points.1063,POINT (-61.3446013 15.4032193),2121948221,Pagayer,locality,,,,,
dominica_points.1064,POINT (-61.2735706 15.3319402),2121948222,Palmiste,locality,,,,,
dominica_points.1065,POINT (-61.3269592 15.2282779),2121948223,Pendu,locality,,,,,
dominica_points.1066,POINT (-61.368079 15.3625398),2121948224,Penton,locality,,,,,
dominica_points.1067,POINT (-61.2626178 15.2496564),2121948225,Petite Savane Bai,locality,,,,,
dominica_points.1068,POINT (-61.2584072 15.2562576),2121948226,Petite Savane Pt,locality,,,,,
dominica_points.1069,POINT (-61.2635149 15.3845439),2121948227,Piton,,,,,,
dominica_points.1070,POINT (-61.2423931 15.3228014),2121948228,Plaisance Bay,locality,,,,,
dominica_points.1071,POINT (-61.2593549 15.3228279),2121948229,Plaisance Estate,locality,,,,,
dominica_points.1072,POINT (-61.321267 15.259424),2121948230,Platine,locality,,,,,
dominica_points.1073,POINT (-61.3629234 15.3988584),2121948231,Point Lolo,locality,,,,,
dominica_points.1074,POINT (-61.2512222 15.2891203),2121948232,Point Mulatre,locality,,,,,
dominica_points.1075,POINT (-61.3732725 15.2414912),2121948233,Pointe Guignard,locality,,,,,
dominica_points.1076,POINT (-61.2534092 15.2824327),2121948234,Pointe Mulatre Bay,locality,,,,,
dominica_points.1077,POINT (-61.2410553 15.3954684),2121948235,Pointe a Peine,locality,,,,,
dominica_points.1078,POINT (-61.3405933 15.3768044),2121948236,Pont Cass�,locality,,,,,
dominica_points.1079,POINT (-61.3363998 15.3404992),2121948237,Providence Estate,locality,,,,,
dominica_points.1080,POINT (-61.259966 15.2514532),2121948238,Pt St Jean,locality,,,,,
dominica_points.1081,POINT (-61.2453963 15.2874772),2121948239,Pte Coco,locality,,,,,
dominica_points.1082,POINT (-61.2449526 15.2906529),2121948240,Pte Daniel,locality,,,,,
dominica_points.1083,POINT (-61.3303943 15.2120928),2121948241,Pte De Fous,locality,,,,,
dominica_points.1084,POINT (-61.2417859 15.3291269),2121948242,Pte Giraud,locality,,,,,
dominica_points.1085,POINT (-61.2533376 15.2803063),2121948243,Pte Mulatre,locality,,,,,
dominica_points.1086,POINT (-61.2715856 15.2440316),2121948244,Pte Retireau,locality,,,,,
dominica_points.1087,POINT (-61.2526497 15.4076953),2121948245,Pte Ste Claire,locality,,,,,
dominica_points.1088,POINT (-61.3145962 15.2279748),2121948246,Pte Tanama,locality,,,,,
dominica_points.1089,POINT (-61.2718457 15.3954742),2121948247,Quarantine,locality,,,,,
dominica_points.1090,POINT (-61.3306857 15.2633459),2121948248,Rasade,locality,,,,,
dominica_points.1091,POINT (-61.3831419 15.3232434),2121948249,Raviniere Estate,locality,,,,,
dominica_points.1092,POINT (-61.3682838 15.3001321),2121948250,Reigate,locality,,,,,
dominica_points.1093,POINT (-61.3555038 15.2926904),2121948251,Ridgefield Estate,locality,,,,,
dominica_points.1094,POINT (-61.3833137 15.3271916),2121948252,River Estate,locality,,,,,
dominica_points.1095,POINT (-61.2535594 15.3610108),2121948253,Riviere Ciriques,locality,,,,,
dominica_points.1096,POINT (-61.2507442 15.3800565),2121948254,Roche Margu�,locality,,,,,
dominica_points.1097,POINT (-61.2609741 15.3741231),2121948255,Rosalie Estate,locality,,,,,
dominica_points.1098,POINT (-61.2442057 15.377856),2121948256,Rosalie Pt,locality,,,,,
dominica_points.1099,POINT (-61.261129 15.3633579),2121948257,S'Oliviers,locality,,,,,
dominica_points.1100,POINT (-61.3716092 15.3529335),2121948258,Samuel,locality,,,,,
dominica_points.1101,POINT (-61.3253128 15.3317748),2121948259,Sandringham Estate,locality,,,,,
dominica_points.1102,POINT (-61.2855861 15.4052353),2121948260,Scotland,locality,,,,,
dominica_points.1103,POINT (-61.3529105 15.3231053),2121948261,Shawford Estate (Auchamps),locality,,,,,
dominica_points.1104,POINT (-61.3707675 15.3901641),2121948262,Sherwood Estate,locality,,,,,
dominica_points.1105,POINT (-61.3830669 15.3518209),2121948263,Sibouli,locality,,,,,
dominica_points.1106,POINT (-61.2518704 15.3554897),2121948264,Siloy,locality,,,,,
dominica_points.1107,POINT (-61.3555898 15.2343814),2121948265,Soufriere Estate,locality,,,,,
dominica_points.1108,POINT (-61.3692078 15.3480362),2121948266,Springfield Estate,locality,,,,,
dominica_points.1109,POINT (-61.3431482 15.3359714),2121948267,Springhill Estate,locality,,,,,
dominica_points.1110,POINT (-61.3531395 15.3374623),2121948268,Stewart Hall Estate,locality,,,,,
dominica_points.1111,POINT (-61.2625056 15.380281),2121948269,Stray Point,locality,,,,,
dominica_points.1112,POINT (-61.3575847 15.3603486),2121948270,Sylvania Estate,locality,,,,,
dominica_points.1113,POINT (-61.2528437 15.3457444),2121948271,Taberi Estate,locality,,,,,
dominica_points.1114,POINT (-61.2741049 15.3761431),2121948272,Tantie,locality,,,,,
dominica_points.1115,POINT (-61.3438331 15.2442736),2121948274,Terre Elm,locality,,,,,
dominica_points.1116,POINT (-61.2977042 15.3795885),2121948275,Terre Ferme,locality,,,,,
dominica_points.1117,POINT (-61.2792676 15.3556553),2121948276,Tete Grand Fond,locality,,,,,
dominica_points.1118,POINT (-61.26607 15.3700653),2121948277,Tete Grand Fond,locality,,,,,
dominica_points.1119,POINT (-61.2751451 15.3649584),2121948278,The Cross,locality,,,,,
dominica_points.1120,POINT (-61.2750807 15.3876077),2121948279,Trou Cochon,locality,,,,,
dominica_points.1121,POINT (-61.3367858 15.4121615),2121948280,Twenty Acres,locality,,,,,
dominica_points.1122,POINT (-61.2692627 15.2902159),2121948281,Victoria,locality,,,,,
dominica_points.1123,POINT (-61.3266227 15.4003489),2121948282,William,locality,,,,,
dominica_points.1124,POINT (-61.3724351 15.2625307),2121948283,ba Verd�e Estate,locality,,,,,
dominica_points.1125,POINT (-61.3277361 15.3712245),2122050461,Morne Trois Piton,,,,,,
dominica_points.1126,POINT (-61.3710471 15.296545),2122441659,Adville Battery,locality,,,,,
dominica_points.1127,POINT (-61.3776765 15.2469815),2122441660,Anse Bateaux,locality,,,,,
dominica_points.1128,POINT (-61.3532148 15.2825799),2122441661,Cecelia,locality,,,,,
dominica_points.1129,POINT (-61.3205699 15.4528153),2122441662,Dleau Gommier,locality,,,,,
dominica_points.1130,POINT (-61.3023911 15.2416699),2122441663,Grand Bay,locality,,,,,
dominica_points.1131,POINT (-61.3690623 15.5955447),2122441664,Hampstead,locality,,,,,
dominica_points.1132,POINT (-61.4110474 15.4384321),2122441665,Hobshole Estate,locality,,,,,
dominica_points.1133,POINT (-61.252933 15.2859873),2122441666,Jalousie,locality,,,,,
dominica_points.1134,POINT (-61.3108512 15.4925689),2122441667,Main Ridge,locality,,,,,
dominica_points.1135,POINT (-61.3746383 15.3000524),2122441668,Morne Bruce,locality,,,,,
dominica_points.1136,POINT (-61.2595526 15.2991268),2122441669,Morne Mouca Ridge,locality,,,,,
dominica_points.1137,POINT (-61.4108226 15.4378639),2122441670,Nobshole Estate,locality,,,,,
dominica_points.1138,POINT (-61.3322528 15.2901381),2122441671,Paradis,locality,,,,,
dominica_points.1139,POINT (-61.2449796 15.387608),2122441672,Petite Soufriere Bay,locality,,,,,
dominica_points.1140,POINT (-61.4691052 15.4941682),2122441673,Pte Fonsen,locality,,,,,
dominica_points.1141,POINT (-61.2470564 15.3651162),2122441674,Rosalie Bay,locality,,,,,
dominica_points.1142,POINT (-61.257256 15.2815565),2122441675,Savane Mahaut,locality,,,,,
dominica_points.1143,POINT (-61.3659234 15.229081),2122441676,Soufriere Bay,locality,,,,,
dominica_points.1144,POINT (-61.4530854 15.4682709),2122441677,Tamarin Couch�,locality,,,,,
dominica_points.1145,POINT (-61.392852 15.3143989),2122441678,Woodbridge Bay,locality,,,,,
dominica_points.1146,POINT (-61.33569 15.573365),2123934075,Citress,locality,,,,,
dominica_points.1147,POINT (-61.329226 15.5363082),2126926015,Governor Estate,locality,,"Marigot, Dominica",,,
dominica_points.1148,POINT (-61.4252669 15.5573431),2131096671,Brandy Falls,,,,,,waterfall
dominica_points.1149,POINT (-61.42946 15.5173777),2142016245,Syndicate (Milton) Falls,,,,,,waterfall
dominica_points.1150,POINT (-61.4223884 15.6195795),2147171316,Bwa Nef Falls,,,,,,waterfall
dominica_points.1151,POINT (-61.4186912 15.6203178),2147171411,,,,,,,
dominica_points.1152,POINT (-61.3944897 15.6017363),2149403951,Sandwich Bay,locality,,,,,
dominica_points.1153,POINT (-61.3153604 15.2470199),2178494993,Spot Light Bar,,,,,"Geneva, Grand Bay",
dominica_points.1154,POINT (-61.3177872 15.2453352),2178498248,Grand Bay Community Centre,,,,,,
dominica_points.1155,POINT (-61.2804708 15.5373129),2277899325,Marigot Co-Operative Credit Union Limited,,KG Ground Survey 2016,,,,
dominica_points.1156,POINT (-61.2880043 15.5398637),2277902758,,,,,,,
dominica_points.1157,POINT (-61.2888079 15.5386858),2277902760,,,,,,,
dominica_points.1158,POINT (-61.2902348 15.538015),2277902772,,,,,,,
dominica_points.1159,POINT (-61.2880472 15.5381282),2277902776,,,,,,,
dominica_points.1160,POINT (-61.2872962 15.5398947),2277902778,,,,,,,
dominica_points.1161,POINT (-61.2883573 15.539688),2277902782,,,,,,,
dominica_points.1162,POINT (-61.288722 15.5388517),2277902783,,,,,,,
dominica_points.1163,POINT (-61.2888733 15.5388305),2277902788,,,,,,,
dominica_points.1164,POINT (-61.2877253 15.5386858),2277902794,,,,,,,
dominica_points.1165,POINT (-61.2884967 15.5391825),2277902797,,,,,,,
dominica_points.1166,POINT (-61.290547 15.5378801),2277902800,,,,,,,
dominica_points.1167,POINT (-61.2943558 15.3186647),2310886075,,,,,,,waterfall
dominica_points.1168,POINT (-61.3916051 15.340164),2344708441,Canefield Airport Fire Station,,,,,,
dominica_points.1169,POINT (-61.391487 15.3391863),2344709042,Canefield Airport Terminal,,,,,,
dominica_points.1170,POINT (-61.3895199 15.2978254),2344714307,Roseau Ferry Terminal,,,,,,
dominica_points.1171,POINT (-61.2986236 15.5464244),2344722857,Melville Hall Airport Fire Station,,,,,,
dominica_points.1172,POINT (-61.4566379 15.5775912),2345416650,St. John's School,,,,,,
dominica_points.1173,POINT (-61.4680977 15.5125452),2348689540,Dublanc Primary School,,,,,,
dominica_points.1174,POINT (-61.2980033 15.5467718),2376592962,,,,,,,
dominica_points.1175,POINT (-61.3184557 15.3427504),2459132206,,,,,,,
dominica_points.1176,POINT (-61.2763819 15.5386964),2510046113,,,,,,,
dominica_points.1177,POINT (-61.2799244 15.5372372),2510047041,,,,,,,
dominica_points.1178,POINT (-61.4379359 15.4359837),2510086914,,,,,crossing,,
dominica_points.1179,POINT (-61.4212891 15.4072773),2510086973,,,,,crossing,,
dominica_points.1180,POINT (-61.3896794 15.3066832),2511146097,,,,,crossing,,
dominica_points.1181,POINT (-61.388711 15.3104144),2511146098,,,,,crossing,,
dominica_points.1182,POINT (-61.3885915 15.3015782),2511146108,,,,,crossing,,
dominica_points.1183,POINT (-61.3876646 15.2964544),2511146123,,,,,crossing,,
dominica_points.1184,POINT (-61.3879964 15.3071616),2511146127,,,,,crossing,,
dominica_points.1185,POINT (-61.3861179 15.3049053),2511146128,,,,,crossing,,
dominica_points.1186,POINT (-61.3891739 15.308833),2511146135,,,,,crossing,,
dominica_points.1187,POINT (-61.3887079 15.300208),2511146137,,,,,crossing,,
dominica_points.1188,POINT (-61.384132 15.2996288),2511146154,,,,,crossing,,
dominica_points.1189,POINT (-61.3837075 15.2990366),2511146163,,,,,crossing,,
dominica_points.1190,POINT (-61.3875872 15.2992042),2511146168,,,,,crossing,,
dominica_points.1191,POINT (-61.3866138 15.2962265),2511146169,,,,,crossing,,
dominica_points.1192,POINT (-61.3899187 15.305671),2511146172,,,,,crossing,,
dominica_points.1193,POINT (-61.3853714 15.295),2511146184,,,,,crossing,,
dominica_points.1194,POINT (-61.3883071 15.2970324),2511146186,,,,,crossing,,
dominica_points.1195,POINT (-61.3888544 15.305912),2511146200,,,,,crossing,,
dominica_points.1196,POINT (-61.3808693 15.3027875),2511146206,,,,,crossing,,
dominica_points.1197,POINT (-61.383768 15.3006766),2511146207,,,,,crossing,,
dominica_points.1198,POINT (-61.3818776 15.3020726),2511146209,,,,,crossing,,
dominica_points.1199,POINT (-61.3847009 15.2979418),2511146211,,,,,crossing,,
dominica_points.1200,POINT (-61.313031 15.3480209),2639699328,,,,,,,
dominica_points.1201,POINT (-61.2696617 15.2845271),2639701301,Rastarant,,,,,,
dominica_points.1202,POINT (-61.3894842 15.2994421),2639748830,Save a lot,,,,,,
dominica_points.1203,POINT (-61.4563375 15.5707455),2639754420,Indian River Boat Ride,,,,,,
dominica_points.1204,POINT (-61.3886149 15.2987009),2687895911,Lime Mobile,,,,,Old Street,
dominica_points.1205,POINT (-61.3873261 15.2970464),2687896147,Alick Lawrence Chambers,,,,,Old Street,
dominica_points.1206,POINT (-61.3060026 15.5449364),2748852917,,,,,,,
dominica_points.1207,POINT (-61.3061428 15.5454522),2748852937,,,Bing,,,,
dominica_points.1208,POINT (-61.2955321 15.548159),2748852983,,,Bing,,,,
dominica_points.1209,POINT (-61.2935887 15.5484396),2748852986,,,Bing,,,,
dominica_points.1210,POINT (-61.2958586 15.549025),2748852990,,,Bing,,,,
