event_id,source_row_id,date,start,end,calendar_name,summary,part_summary,event_type,book_ref,calendar_analysis_duration_hours,wall_clock_duration_hours,include_in_first_pass_time,inclusion_rule,overlap_policy_duration_hours,overlap_policy_rule,overlap_other_events,overlap_other_calendars,overlap_restored_hours,title,finish_id,matched_finish_date,match_method
calendar_analysis_row_008321_part_0,calendar_analysis_row_008321,2022-11-05,2022-11-05 21:45:00+00:00,2022-11-05 22:00:00+00:00,Things,book:seag,book:seag,reading,seag,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008361_part_0,calendar_analysis_row_008361,2022-11-07,2022-11-07 08:30:00+00:00,2022-11-07 08:45:00+00:00,Things,read: cpp,read: cpp,reading,cpp,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008373_part_0,calendar_analysis_row_008373,2022-11-08,2022-11-08 07:30:00+00:00,2022-11-08 08:15:00+00:00,Things,book:jos,book:jos,reading,jos,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008404_part_0,calendar_analysis_row_008404,2022-11-10,2022-11-10 09:45:00+00:00,2022-11-10 10:00:00+00:00,Things,read: prml,read: prml,reading,prml,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008421_part_0,calendar_analysis_row_008421,2022-11-11,2022-11-11 09:30:00+00:00,2022-11-11 09:45:00+00:00,clark.benham@gmail.com,read: cpp,read: cpp,reading,cpp,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008433_part_0,calendar_analysis_row_008433,2022-11-12,2022-11-12 06:30:00+00:00,2022-11-12 07:30:00+00:00,clark.benham@gmail.com,read: Python,read: Python,reading,Python,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008434_part_0,calendar_analysis_row_008434,2022-11-12,2022-11-12 07:30:00+00:00,2022-11-12 08:00:00+00:00,Things,book:jos,book:jos,reading,jos,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008450_part_0,calendar_analysis_row_008450,2022-11-13,2022-11-13 05:30:00+00:00,2022-11-13 05:45:00+00:00,clark.benham@gmail.com,Read: python,Read: python,reading,python,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008451_part_0,calendar_analysis_row_008451,2022-11-13,2022-11-13 05:45:00+00:00,2022-11-13 06:15:00+00:00,Things,book:seag,book:seag,reading,seag,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008452_part_0,calendar_analysis_row_008452,2022-11-13,2022-11-13 06:15:00+00:00,2022-11-13 06:45:00+00:00,Things,book:jos,book:jos,reading,jos,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008454_part_0,calendar_analysis_row_008454,2022-11-13,2022-11-13 08:00:00+00:00,2022-11-13 08:30:00+00:00,Things,Book:jos,Book:jos,reading,jos,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008467_part_0,calendar_analysis_row_008467,2022-11-14,2022-11-14 00:30:00+00:00,2022-11-14 01:00:00+00:00,clark.benham@gmail.com,read: Python,read: Python,reading,Python,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008493_part_0,calendar_analysis_row_008493,2022-11-15,2022-11-15 08:00:00+00:00,2022-11-15 08:30:00+00:00,Things, book: the art of readable code,book: the art of readable code,reading,the art of readable code,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,The Art of Readable Code,finish_0034,2022-11-30,ref_to_finished_title
calendar_analysis_row_008528_part_0,calendar_analysis_row_008528,2022-11-17,2022-11-17 07:30:00+00:00,2022-11-17 08:15:00+00:00,clark.benham@gmail.com,read: Python,read: Python,reading,Python,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008582_part_0,calendar_analysis_row_008582,2022-11-22,2022-11-22 05:45:00+00:00,2022-11-22 06:00:00+00:00,clark.benham@gmail.com,read: python,read: python,reading,python,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008584_part_0,calendar_analysis_row_008584,2022-11-22,2022-11-22 08:00:00+00:00,2022-11-22 08:30:00+00:00,Things,read: taorc,read: taorc,reading,taorc,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,The Art of Readable Code,finish_0034,2022-11-30,ref_to_finished_title
calendar_analysis_row_008659_part_0,calendar_analysis_row_008659,2022-11-29,2022-11-29 07:30:00+00:00,2022-11-29 08:15:00+00:00,clark.benham@gmail.com,read: Python,read: Python,reading,Python,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008675_part_0,calendar_analysis_row_008675,2022-11-30,2022-11-30 03:15:00+00:00,2022-11-30 03:30:00+00:00,Things,read,read,generic,,0.25,0.25,False,generic_temporal_read_not_counted_by_default,0.25,calendar_analysis_duration,,,0.0,The Art of Readable Code,finish_0034,2022-11-30,generic_temporal
calendar_analysis_row_008679_part_0,calendar_analysis_row_008679,2022-11-30,2022-11-30 04:30:00+00:00,2022-11-30 04:45:00+00:00,Things,finished: The Art of Readable Code,finished: The Art of Readable Code,finished,The Art of Readable Code,0.25,0.25,True,bare_finished_marker_with_book_ref_duration,0.25,calendar_analysis_duration,,,0.0,The Art of Readable Code,finish_0034,2022-11-30,finished_event_identity
calendar_analysis_row_008711_part_0,calendar_analysis_row_008711,2022-12-02,2022-12-02 03:30:00+00:00,2022-12-02 03:45:00+00:00,Things,read: Rayleigh,read: Rayleigh,reading,Rayleigh,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008712_part_0,calendar_analysis_row_008712,2022-12-02,2022-12-02 03:45:00+00:00,2022-12-02 04:15:00+00:00,Things,book:pteasp,book:pteasp,reading,pteasp,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008717_part_0,calendar_analysis_row_008717,2022-12-02,2022-12-02 09:30:00+00:00,2022-12-02 10:30:00+00:00,Things,book:pteasp,book:pteasp,reading,pteasp,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008724_part_0,calendar_analysis_row_008724,2022-12-02,2022-12-02 23:00:00+00:00,2022-12-02 23:30:00+00:00,Things,book:ptaesp,book:ptaesp,reading,ptaesp,0.25,0.5,True,explicit_reading_or_audiobook_duration,0.5,full_duration_minor_overlap,Job: Hive,clark.benham@gmail.com,0.25,ptaesp,finish_0035,2022-12-03,ref_to_finished_title
calendar_analysis_row_008725_part_0,calendar_analysis_row_008725,2022-12-03,2022-12-03 00:15:00+00:00,2022-12-03 02:15:00+00:00,Things,book:ptaesp,book:ptaesp,reading,ptaesp,0.9583333333333334,2.0,True,explicit_reading_or_audiobook_duration,0.9583333333333334,calendar_analysis_duration_incompatible_overlap,Job: Hive | dinner,"Meals, Supplements, Sleep | clark.benham@gmail.com",0.0,ptaesp,finish_0035,2022-12-03,ref_to_finished_title
calendar_analysis_row_008727_part_0,calendar_analysis_row_008727,2022-12-03,2022-12-03 03:00:00+00:00,2022-12-03 03:15:00+00:00,Things,finished: ptaesp,finished: ptaesp,finished,ptaesp,0.25,0.25,True,bare_finished_marker_with_book_ref_duration,0.25,calendar_analysis_duration,,,0.0,ptaesp,finish_0035,2022-12-03,finished_event_identity
calendar_analysis_row_008750_part_0,calendar_analysis_row_008750,2022-12-04,2022-12-04 07:30:00+00:00,2022-12-04 08:00:00+00:00,Things,read: lem,read: lem,reading,lem,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008751_part_0,calendar_analysis_row_008751,2022-12-04,2022-12-04 08:15:00+00:00,2022-12-04 14:00:00+00:00,Things,finished book: the scholomancer,finished book: the scholomancer,finished,the scholomancer,5.75,5.75,True,explicit_finished_book_duration,5.75,calendar_analysis_duration,,,0.0,the scholomancer,finish_0036,2022-12-04,finished_event_identity
calendar_analysis_row_008758_part_0,calendar_analysis_row_008758,2022-12-05,2022-12-05 06:00:00+00:00,2022-12-05 06:30:00+00:00,Things,book:tlg,book:tlg,reading,tlg,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,The Last Graduate,finish_0037,2022-12-06,ref_to_finished_title
calendar_analysis_row_008760_part_0,calendar_analysis_row_008760,2022-12-05,2022-12-05 07:30:00+00:00,2022-12-05 10:45:00+00:00,Things,book:tlg,book:tlg,reading,tlg,3.25,3.25,True,explicit_reading_or_audiobook_duration,3.25,calendar_analysis_duration,,,0.0,The Last Graduate,finish_0037,2022-12-06,ref_to_finished_title
calendar_analysis_row_008772_part_0,calendar_analysis_row_008772,2022-12-06,2022-12-06 03:15:00+00:00,2022-12-06 05:45:00+00:00,Things,finished book: the last graduate,finished book: the last graduate,finished,the last graduate,2.5,2.5,True,explicit_finished_book_duration,2.5,calendar_analysis_duration,,,0.0,The Last Graduate,finish_0037,2022-12-06,finished_event_identity
calendar_analysis_row_008773_part_0,calendar_analysis_row_008773,2022-12-06,2022-12-06 05:45:00+00:00,2022-12-06 12:00:00+00:00,Things,book:tge,book:tge,reading,tge,6.25,6.25,True,explicit_reading_or_audiobook_duration,6.25,calendar_analysis_duration,,,0.0,The Golden Enclaves,finish_0038,2022-12-06,ref_to_finished_title
calendar_analysis_row_008775_part_0,calendar_analysis_row_008775,2022-12-06,2022-12-06 19:00:00+00:00,2022-12-06 20:30:00+00:00,Things,finished book: the golden enclaves,finished book: the golden enclaves,finished,the golden enclaves,1.375,1.5,True,explicit_finished_book_duration,1.5,full_duration_minor_overlap,jack,Waste Time,0.125,The Golden Enclaves,finish_0038,2022-12-06,finished_event_identity
calendar_analysis_row_008809_part_0,calendar_analysis_row_008809,2022-12-08,2022-12-08 10:30:00+00:00,2022-12-08 10:45:00+00:00,Things,book:mfp,book:mfp,reading,mfp,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008831_part_0,calendar_analysis_row_008831,2022-12-09,2022-12-09 07:45:00+00:00,2022-12-09 08:15:00+00:00,Things,book:mlfp,book:mlfp,reading,mlfp,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008872_part_0,calendar_analysis_row_008872,2022-12-12,2022-12-12 00:00:00+00:00,2022-12-12 01:00:00+00:00,Things,book:tiobe,book:tiobe,reading,tiobe,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008875_part_0,calendar_analysis_row_008875,2022-12-12,2022-12-12 02:15:00+00:00,2022-12-12 03:30:00+00:00,Things,read: Conrad,read: Conrad,reading,Conrad,1.25,1.25,True,explicit_reading_or_audiobook_duration,1.25,calendar_analysis_duration,,,0.0,and call me conrad,finish_0172,2025-11-13,ref_to_finished_title
calendar_analysis_row_008876_part_0,calendar_analysis_row_008876,2022-12-12,2022-12-12 03:45:00+00:00,2022-12-12 05:00:00+00:00,Things,book:emswyltbakoi,book:emswyltbakoi,reading,emswyltbakoi,1.25,1.25,True,explicit_reading_or_audiobook_duration,1.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008877_part_0,calendar_analysis_row_008877,2022-12-12,2022-12-12 05:00:00+00:00,2022-12-12 05:30:00+00:00,Things,book:bc,book:bc,reading,bc,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008974_part_0,calendar_analysis_row_008974,2022-12-21,2022-12-21 06:30:00+00:00,2022-12-21 07:15:00+00:00,Things,book:hswyltbakoi,book:hswyltbakoi,reading,hswyltbakoi,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,hswyltbakoib,finish_0042,2023-01-11,ref_to_finished_title
calendar_analysis_row_008975_part_0,calendar_analysis_row_008975,2022-12-21,2022-12-21 07:15:00+00:00,2022-12-21 07:30:00+00:00,Things,book:Kaplan,book:Kaplan,reading,Kaplan,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_008992_part_0,calendar_analysis_row_008992,2022-12-22,2022-12-22 08:30:00+00:00,2022-12-22 09:00:00+00:00,Things,book:Kaplan,book:Kaplan,reading,Kaplan,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009033_part_0,calendar_analysis_row_009033,2022-12-24,2022-12-24 21:15:00+00:00,2022-12-24 23:00:00+00:00,Things,book:t3bp,book:t3bp,reading,t3bp,1.75,1.75,True,explicit_reading_or_audiobook_duration,1.75,calendar_analysis_duration,,,0.0,The Three-Body Problem,finish_0039,2022-12-26,ref_to_finished_title
calendar_analysis_row_009036_part_0,calendar_analysis_row_009036,2022-12-24,2022-12-24 23:45:00+00:00,2022-12-25 00:30:00+00:00,Things,book:ttbp,book:ttbp,reading,ttbp,0.375,0.75,True,explicit_reading_or_audiobook_duration,0.375,calendar_analysis_duration_incompatible_overlap,airplane,Things,0.0,The Three-Body Problem,finish_0039,2022-12-26,ref_to_finished_title
calendar_analysis_row_009038_part_0,calendar_analysis_row_009038,2022-12-25,2022-12-25 02:30:00+00:00,2022-12-25 03:45:00+00:00,Things,book:ttbp,book:ttbp,reading,ttbp,0.625,1.25,True,explicit_reading_or_audiobook_duration,0.625,calendar_analysis_duration_incompatible_overlap,airplane,Things,0.0,The Three-Body Problem,finish_0039,2022-12-26,ref_to_finished_title
calendar_analysis_row_009042_part_0,calendar_analysis_row_009042,2022-12-25,2022-12-25 07:00:00+00:00,2022-12-25 08:00:00+00:00,Things,book:ttbp,book:ttbp,reading,ttbp,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,The Three-Body Problem,finish_0039,2022-12-26,ref_to_finished_title
calendar_analysis_row_009056_part_0,calendar_analysis_row_009056,2022-12-26,2022-12-26 15:45:00+00:00,2022-12-26 16:15:00+00:00,Things,finished book: ttbp,finished book: ttbp,finished,ttbp,0.5,0.5,True,explicit_finished_book_duration,0.5,calendar_analysis_duration,,,0.0,The Three-Body Problem,finish_0039,2022-12-26,finished_event_identity
calendar_analysis_row_009059_part_0,calendar_analysis_row_009059,2022-12-26,2022-12-26 17:45:00+00:00,2022-12-26 19:00:00+00:00,Things,book:tdf,book:tdf,reading,tdf,1.25,1.25,True,explicit_reading_or_audiobook_duration,1.25,calendar_analysis_duration,,,0.0,tdf,finish_0040,2022-12-27,ref_to_finished_title
calendar_analysis_row_009065_part_0,calendar_analysis_row_009065,2022-12-26,2022-12-26 21:45:00+00:00,2022-12-27 00:15:00+00:00,Things,book:tdf,book:tdf,reading,tdf,2.5,2.5,True,explicit_reading_or_audiobook_duration,2.5,calendar_analysis_duration,,,0.0,tdf,finish_0040,2022-12-27,ref_to_finished_title
calendar_analysis_row_009069_part_0,calendar_analysis_row_009069,2022-12-27,2022-12-27 04:15:00+00:00,2022-12-27 07:30:00+00:00,Things,book:tdf,book:tdf,reading,tdf,3.25,3.25,True,explicit_reading_or_audiobook_duration,3.25,calendar_analysis_duration,,,0.0,tdf,finish_0040,2022-12-27,ref_to_finished_title
calendar_analysis_row_009075_part_0,calendar_analysis_row_009075,2022-12-27,2022-12-27 16:00:00+00:00,2022-12-27 16:45:00+00:00,Things,book:tdf,book:tdf,reading,tdf,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,tdf,finish_0040,2022-12-27,ref_to_finished_title
calendar_analysis_row_009077_part_0,calendar_analysis_row_009077,2022-12-27,2022-12-27 18:00:00+00:00,2022-12-27 19:30:00+00:00,Things,finished book: tdf,finished book: tdf,finished,tdf,1.5,1.5,True,explicit_finished_book_duration,1.5,calendar_analysis_duration,,,0.0,tdf,finish_0040,2022-12-27,finished_event_identity
calendar_analysis_row_009104_part_0,calendar_analysis_row_009104,2022-12-29,2022-12-29 07:15:00+00:00,2022-12-29 10:45:00+00:00,Things,book:de,book:de,reading,de,3.5,3.5,True,explicit_reading_or_audiobook_duration,3.5,calendar_analysis_duration,,,0.0,deaths end,finish_0041,2023-01-01,ref_to_finished_title
calendar_analysis_row_009109_part_0,calendar_analysis_row_009109,2022-12-29,2022-12-29 15:45:00+00:00,2022-12-29 17:00:00+00:00,Things,book:de,book:de,reading,de,1.25,1.25,True,explicit_reading_or_audiobook_duration,1.25,calendar_analysis_duration,,,0.0,deaths end,finish_0041,2023-01-01,ref_to_finished_title
calendar_analysis_row_009114_part_0,calendar_analysis_row_009114,2022-12-29,2022-12-29 18:15:00+00:00,2022-12-29 19:15:00+00:00,Things,book:de,book:de,reading,de,1.0,1.0,True,explicit_reading_or_audiobook_duration,1.0,calendar_analysis_duration,,,0.0,deaths end,finish_0041,2023-01-01,ref_to_finished_title
calendar_analysis_row_009143_part_0,calendar_analysis_row_009143,2022-12-31,2022-12-31 19:00:00+00:00,2022-12-31 20:45:00+00:00,Things,book:de,book:de,reading,de,0.875,1.75,True,explicit_reading_or_audiobook_duration,1.75,full_duration_compatible_overlap,travel,Things,0.875,deaths end,finish_0041,2023-01-01,ref_to_finished_title
calendar_analysis_row_009147_part_0,calendar_analysis_row_009147,2022-12-31,2022-12-31 22:30:00+00:00,2022-12-31 22:45:00+00:00,clark.benham@gmail.com,read ml,read ml,reading,ml,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009153_part_0,calendar_analysis_row_009153,2023-01-01,2023-01-01 01:00:00+00:00,2023-01-01 02:45:00+00:00,Things,finished book: deaths end,finished book: deaths end,finished,deaths end,1.25,1.75,True,explicit_finished_book_duration,1.75,full_duration_compatible_overlap,travel,Things,0.5,deaths end,finish_0041,2023-01-01,finished_event_identity
calendar_analysis_row_009172_part_0,calendar_analysis_row_009172,2023-01-02,2023-01-02 01:30:00+00:00,2023-01-02 01:45:00+00:00,Things,book,book,generic,,0.25,0.25,False,generic_temporal_read_not_counted_by_default,0.25,calendar_analysis_duration,,,0.0,hswyltbakoib,finish_0042,2023-01-11,generic_temporal
calendar_analysis_row_009197_part_0,calendar_analysis_row_009197,2023-01-03,2023-01-03 01:00:00+00:00,2023-01-03 01:15:00+00:00,clark.benham@gmail.com,read: ml,read: ml,reading,ml,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009202_part_0,calendar_analysis_row_009202,2023-01-03,2023-01-03 04:30:00+00:00,2023-01-03 05:00:00+00:00,Things,read ml,read ml,reading,ml,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009212_part_0,calendar_analysis_row_009212,2023-01-04,2023-01-04 00:45:00+00:00,2023-01-04 03:15:00+00:00,Things,book:nf,book:nf,reading,nf,2.25,2.5,True,explicit_reading_or_audiobook_duration,2.5,full_duration_minor_overlap,dinner,"Meals, Supplements, Sleep",0.25,Never Finished,finish_0043,2023-01-12,ref_to_finished_title
calendar_analysis_row_009215_part_0,calendar_analysis_row_009215,2023-01-04,2023-01-04 05:00:00+00:00,2023-01-04 05:15:00+00:00,Things,book:nf,book:nf,reading,nf,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,Never Finished,finish_0043,2023-01-12,ref_to_finished_title
calendar_analysis_row_009217_part_0,calendar_analysis_row_009217,2023-01-04,2023-01-04 05:30:00+00:00,2023-01-04 05:45:00+00:00,clark.benham@gmail.com,read: Python,read: Python,reading,Python,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009227_part_0,calendar_analysis_row_009227,2023-01-05,2023-01-05 03:15:00+00:00,2023-01-05 04:00:00+00:00,Things,book:nf,book:nf,reading,nf,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,Never Finished,finish_0043,2023-01-12,ref_to_finished_title
calendar_analysis_row_009246_part_0,calendar_analysis_row_009246,2023-01-06,2023-01-06 05:45:00+00:00,2023-01-06 06:00:00+00:00,Things,read: ml,read: ml,reading,ml,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009247_part_0,calendar_analysis_row_009247,2023-01-06,2023-01-06 06:15:00+00:00,2023-01-06 06:30:00+00:00,Things,book:metamorphoses,book:metamorphoses,reading,metamorphoses,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009248_part_0,calendar_analysis_row_009248,2023-01-06,2023-01-06 06:45:00+00:00,2023-01-06 07:00:00+00:00,Things,book:m,book:m,reading,m,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,move: the dark knight,finish_0082,2024-05-17,ref_to_finished_title
calendar_analysis_row_009259_part_0,calendar_analysis_row_009259,2023-01-07,2023-01-07 10:15:00+00:00,2023-01-07 11:00:00+00:00,Things,book:dmmt,book:dmmt,reading,dmmt,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009266_part_0,calendar_analysis_row_009266,2023-01-08,2023-01-08 04:00:00+00:00,2023-01-08 04:30:00+00:00,Things,book:dmmt,book:dmmt,reading,dmmt,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009267_part_0,calendar_analysis_row_009267,2023-01-08,2023-01-08 04:30:00+00:00,2023-01-08 04:45:00+00:00,Things,read: Raleigh,read: Raleigh,reading,Raleigh,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009279_part_0,calendar_analysis_row_009279,2023-01-09,2023-01-09 03:15:00+00:00,2023-01-09 03:30:00+00:00,Things,book:mlfp,book:mlfp,reading,mlfp,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009293_part_0,calendar_analysis_row_009293,2023-01-10,2023-01-10 18:45:00+00:00,2023-01-10 19:00:00+00:00,Things,book:dmmt,book:dmmt,reading,dmmt,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009294_part_0,calendar_analysis_row_009294,2023-01-10,2023-01-10 19:00:00+00:00,2023-01-10 19:15:00+00:00,Things,book:nf,book:nf,reading,nf,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,Never Finished,finish_0043,2023-01-12,ref_to_finished_title
calendar_analysis_row_009298_part_0,calendar_analysis_row_009298,2023-01-10,2023-01-10 22:00:00+00:00,2023-01-10 22:15:00+00:00,Things,book:nf,book:nf,reading,nf,0.125,0.25,True,explicit_reading_or_audiobook_duration,0.25,full_duration_minor_overlap,Job: Hive,clark.benham@gmail.com,0.125,Never Finished,finish_0043,2023-01-12,ref_to_finished_title
calendar_analysis_row_009299_part_0,calendar_analysis_row_009299,2023-01-11,2023-01-11 00:15:00+00:00,2023-01-11 00:45:00+00:00,Things,book:nf,book:nf,reading,nf,0.25,0.5,True,explicit_reading_or_audiobook_duration,0.5,full_duration_minor_overlap,Job: Hive,clark.benham@gmail.com,0.25,Never Finished,finish_0043,2023-01-12,ref_to_finished_title
calendar_analysis_row_009304_part_0,calendar_analysis_row_009304,2023-01-11,2023-01-11 03:30:00+00:00,2023-01-11 05:15:00+00:00,Things,finished book: hswyltbakoib,finished book: hswyltbakoib,finished,hswyltbakoib,1.75,1.75,True,explicit_finished_book_duration,1.75,calendar_analysis_duration,,,0.0,hswyltbakoib,finish_0042,2023-01-11,finished_event_identity
calendar_analysis_row_009308_part_0,calendar_analysis_row_009308,2023-01-11,2023-01-11 06:15:00+00:00,2023-01-11 06:30:00+00:00,Things,book:mlfp,book:mlfp,reading,mlfp,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009319_part_0,calendar_analysis_row_009319,2023-01-12,2023-01-12 03:15:00+00:00,2023-01-12 03:30:00+00:00,Things,finished book: nf,finished book: nf,finished,nf,0.25,0.25,True,explicit_finished_book_duration,0.25,calendar_analysis_duration,,,0.0,Never Finished,finish_0043,2023-01-12,finished_event_identity
calendar_analysis_row_009324_part_0,calendar_analysis_row_009324,2023-01-12,2023-01-12 06:30:00+00:00,2023-01-12 06:45:00+00:00,Things,book:mlfp,book:mlfp,reading,mlfp,0.25,0.25,True,explicit_reading_or_audiobook_duration,0.25,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009338_part_0,calendar_analysis_row_009338,2023-01-13,2023-01-13 05:00:00+00:00,2023-01-13 05:45:00+00:00,clark.benham@gmail.com,read: ml,read: ml,reading,ml,0.75,0.75,True,explicit_reading_or_audiobook_duration,0.75,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009367_part_0,calendar_analysis_row_009367,2023-01-15,2023-01-15 09:30:00+00:00,2023-01-15 10:00:00+00:00,Things,book:mlfp,book:mlfp,reading,mlfp,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009388_part_0,calendar_analysis_row_009388,2023-01-16,2023-01-16 06:30:00+00:00,2023-01-16 07:00:00+00:00,Things,book:mlfp,book:mlfp,reading,mlfp,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009395_part_0,calendar_analysis_row_009395,2023-01-16,2023-01-16 19:00:00+00:00,2023-01-16 19:30:00+00:00,clark.benham@gmail.com,read: ml,read: ml,reading,ml,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009401_part_0,calendar_analysis_row_009401,2023-01-16,2023-01-16 23:15:00+00:00,2023-01-16 23:45:00+00:00,Things,read: rayleigh,read: rayleigh,reading,rayleigh,0.5,0.5,True,explicit_reading_or_audiobook_duration,0.5,calendar_analysis_duration,,,0.0,,,,
calendar_analysis_row_009407_part_0,calendar_analysis_row_009407,2023-01-17,2023-01-17 05:00:00+00:00,2023-01-17 06:30:00+00:00,Things,book:mlfp,book:mlfp,reading,mlfp,1.5,1.5,True,explicit_reading_or_audiobook_duration,1.5,calendar_analysis_duration,,,0.0,,,,
