date,summary,part_summary,event_type,book_ref,is_audiobook_time,title,matched_finish_date,calendar_analysis_minutes,wall_clock_minutes,wall_minus_calendar_minutes,overlap_total_minutes,overlap_longest_minutes,overlap_policy_minutes,policy_restored_minutes,overlap_policy_rule,overlap_other_events,overlap_other_calendars
2026-03-20,Read: Churchill,Read: Churchill,reading,Churchill,False,Churchill: Walking with Destiny,2026-04-24,90.0,105.0,15.0,30.0,30.0,105.0,15.0,full_duration_overlap_gt_15m,Book sim,clark.benham@gmail.com
2026-03-28,book:mel,book:mel,reading,mel,False,my early life,2026-03-29,90.0,105.0,15.0,30.0,15.0,105.0,15.0,full_duration_overlap_gt_15m,1 beer | 1 beer,Waste Time
2026-04-09,book:cwwd,book:cwwd,reading,cwwd,False,Churchill: Walking with Destiny,2026-04-24,75.0,90.0,15.0,30.0,30.0,90.0,15.0,full_duration_overlap_gt_15m,history qs,Things
2026-04-19,Started audiobook: out of the crisis,Started audiobook: out of the crisis,started,out of the crisis,True,,,15.0,30.0,15.0,30.0,30.0,30.0,15.0,full_duration_overlap_gt_15m,Walk,Things
2026-04-20,Book:cwwd,Book:cwwd,reading,cwwd,False,Churchill: Walking with Destiny,2026-04-24,45.0,60.0,15.0,30.0,15.0,60.0,15.0,full_duration_overlap_gt_15m,Jack | Nap,"Meals, Supplements, Sleep | Waste Time"
2026-04-22,book:cwwd,book:cwwd,reading,cwwd,False,Churchill: Walking with Destiny,2026-04-24,45.0,60.0,15.0,30.0,30.0,60.0,15.0,full_duration_overlap_gt_15m,ai history,Things
2026-05-06,Audiobook: tnw,Audiobook: tnw,audiobook,tnw,True,the nvidia way,2026-05-13,15.0,30.0,15.0,30.0,30.0,30.0,15.0,full_duration_overlap_gt_15m,Walk,Things
2026-05-13,Finished audiobook: the Nvidia way,Finished audiobook: the Nvidia way,finished,the Nvidia way,True,the nvidia way,2026-05-13,15.0,30.0,15.0,30.0,30.0,30.0,15.0,full_duration_overlap_gt_15m,Walk,Things
2024-08-09,Book:toboss,Book:toboss,reading,toboss,False,The Oxford Book of Short Stories,2024-09-14,17.09166666666667,30.0,12.908333333333331,25.816666666666666,15.0,30.0,12.908333333333331,full_duration_overlap_gt_15m,Travel to Terminal 1 | Airport,Things
2025-11-27,book:gs,book:gs,reading,gs,False,,,11.25,22.5,11.25,22.5,22.5,22.5,11.25,full_duration_overlap_gt_15m,sleep,"Meals, Supplements, Sleep"
2021-06-09,read: Kipling,read: Kipling,reading,Kipling,False,Kipling by Harold bloom,2024-12-23,52.5,60.0,7.5,15.0,7.5,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,dinner (fake; use takeout data from 7 | 13),"Meals, Supplements, Sleep"
2021-06-25,read: Chekhov,read: Chekhov,reading,Chekhov,False,,,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,blog,Things
2022-01-04,Book:dswn,Book:dswn,reading,dswn,False,,,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,Jack,Waste Time
2022-02-19,book:cod,book:cod,reading,cod,False,children of Dune,2022-02-22,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,breakfast,"Meals, Supplements, Sleep"
2022-03-06,book:sp,book:sp,reading,sp,False,"Sadly, Porn",2022-04-23,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,blogs,Things
2022-03-06,book:sp,book:sp,reading,sp,False,"Sadly, Porn",2022-04-23,97.5,105.0,7.5,15.0,15.0,97.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2022-03-15,book:hf,book:hf,reading,hf,False,Huck Finn,2022-03-27,82.5,90.0,7.5,15.0,15.0,82.5,0.0,calendar_analysis_duration_overlap_lte_15m,breakfast,"Meals, Supplements, Sleep"
2022-03-20,book:hf,book:hf,reading,hf,False,Huck Finn,2022-03-27,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,nap,"Meals, Supplements, Sleep"
2022-03-24,CS book: Memory,CS book: Memory,reading,Memory,False,,,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,sleep,"Meals, Supplements, Sleep"
2022-04-03,book:sp,book:sp,reading,sp,False,"Sadly, Porn",2022-04-23,142.5,150.0,7.5,15.0,15.0,142.5,0.0,calendar_analysis_duration_overlap_lte_15m,jack,Waste Time
2022-05-16,Book:debugging,Book:debugging,reading,debugging,False,,,37.5,45.0,7.5,15.0,15.0,37.5,0.0,calendar_analysis_duration_overlap_lte_15m,Food,"Meals, Supplements, Sleep"
2022-05-16,finished: Arnold Schwarzenegger ,finished: Arnold Schwarzenegger,finished,Arnold Schwarzenegger,False,Arnold Schwarzenegger,2022-05-16,97.5,105.0,7.5,15.0,15.0,97.5,0.0,calendar_analysis_duration_overlap_lte_15m,dinner,"Meals, Supplements, Sleep"
2022-07-19,cs book: ML design patterns,cs book: ML design patterns,reading,ML design patterns,False,ML design patterns,2022-08-22,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,jack,Waste Time
2022-07-21,cs book: ML design patterns,cs book: ML design patterns,reading,ML design patterns,False,ML design patterns,2022-08-22,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,sleep,"Meals, Supplements, Sleep"
2022-07-28,cs book: ML design patterns,cs book: ML design patterns,reading,ML design patterns,False,ML design patterns,2022-08-22,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,sleep,"Meals, Supplements, Sleep"
2022-08-22,read: ml,read: ml,reading,ml,False,ML design patterns,2022-08-22,67.5,75.0,7.5,15.0,15.0,67.5,0.0,calendar_analysis_duration_overlap_lte_15m,dinner,"Meals, Supplements, Sleep"
2022-10-30,read: cpp,read: cpp,reading,cpp,False,,,37.5,45.0,7.5,15.0,15.0,37.5,0.0,calendar_analysis_duration_overlap_lte_15m,football,Waste Time
2022-12-06,finished book: the golden enclaves,finished book: the golden enclaves,finished,the golden enclaves,False,The Golden Enclaves,2022-12-06,82.5,90.0,7.5,15.0,15.0,82.5,0.0,calendar_analysis_duration_overlap_lte_15m,jack,Waste Time
2023-01-10,book:nf,book:nf,reading,nf,False,Never Finished,2023-01-12,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Job: Hive,clark.benham@gmail.com
2023-02-26,book:wdycwopt,book:wdycwopt,reading,wdycwopt,False,wdycwopt,2023-02-27,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,breakfast,"Meals, Supplements, Sleep"
2023-07-03,book:siasl,book:siasl,reading,siasl,False,Stranger in a Strange Land,2023-07-05,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Job: Hive,clark.benham@gmail.com
2023-08-22,book:ksm,book:ksm,reading,ksm,False,King Solomons Mines,2023-08-23,157.5,165.0,7.5,15.0,15.0,157.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2023-09-05,Book:Knudsen,Book:Knudsen,reading,Knudsen,False,,,142.5,150.0,7.5,15.0,15.0,142.5,0.0,calendar_analysis_duration_overlap_lte_15m,sleep,"Meals, Supplements, Sleep"
2023-10-20,Book:ladr,Book:ladr,reading,ladr,False,,,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,breakfast,"Meals, Supplements, Sleep"
2023-10-22,Book:hpmor,Book:hpmor,reading,hpmor,False,Harry Potter and the Methods of Rationality,2023-10-25,232.5,240.0,7.5,15.0,15.0,232.5,0.0,calendar_analysis_duration_overlap_lte_15m,breakfast,"Meals, Supplements, Sleep"
2023-10-23,Book:hpmor,Book:hpmor,reading,hpmor,False,Harry Potter and the Methods of Rationality,2023-10-25,247.5,255.0,7.5,15.0,15.0,247.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2023-11-05,book:pc,book:pc,reading,pc,False,,,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,YouTube,Waste Time
2024-01-16,Book:dm,Book:dm,reading,dm,False,digital minamalism,2024-01-21,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Flight IST to SFO,Things
2024-02-16,Book:ewtca,Book:ewtca,reading,ewtca,False,ewtca,2024-02-19,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Travel to Budget Truck Rental,Things
2024-02-23,Book:htwfaip,Book:htwfaip,reading,htwfaip,False,how to win friends and influence people,2024-02-24,37.5,45.0,7.5,15.0,15.0,37.5,0.0,calendar_analysis_duration_overlap_lte_15m,Flight LAX SFO,Things
2024-04-13,Book:mml,Book:mml,reading,mml,False,Mathematics for Machine Learning,2025-07-09,37.5,45.0,7.5,15.0,15.0,37.5,0.0,calendar_analysis_duration_overlap_lte_15m,Jack,Waste Time
2024-05-17,finished move: the dark knight,finished move: the dark knight,finished,move: the dark knight,False,move: the dark knight,2024-05-17,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,dinner,"Meals, Supplements, Sleep"
2024-05-30,Book:cp,Book:cp,reading,cp,False,consider phlebas,2024-06-04,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,Food,"Meals, Supplements, Sleep"
2024-06-12,book:5ebgo,book:5ebgo,reading,5ebgo,False,50 essays by george orwell,2024-06-19,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,blogs,Waste Time
2024-06-27,Book:js,Book:js,reading,js,False,Jeeves Stories,2024-06-30,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,anki,clark.benham@gmail.com
2024-06-30,Book:js,Book:js,reading,js,False,Jeeves Stories,2024-06-30,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2024-07-10,Book:jff,Book:jff,reading,jff,False,Just for Fun : The Story of an Accidental Revolutionary,2024-07-14,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,mats,clark.benham@gmail.com
2024-07-14,finished book: just for fun,finished book: just for fun,finished,just for fun,False,Just for Fun : The Story of an Accidental Revolutionary,2024-07-14,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,dinner,"Meals, Supplements, Sleep"
2024-07-21,book:tpp,book:tpp,reading,tpp,False,The Path to Power: The Years of Lyndon Johnson I,2025-05-04,37.5,45.0,7.5,15.0,15.0,37.5,0.0,calendar_analysis_duration_overlap_lte_15m,anki,clark.benham@gmail.com
2024-08-09,book:toboss,book:toboss,reading,toboss,False,The Oxford Book of Short Stories,2024-09-14,37.5,45.0,7.5,15.0,15.0,37.5,0.0,calendar_analysis_duration_overlap_lte_15m,blogs,Waste Time
2024-08-19,book:toboe,book:toboe,reading,toboe,False,the Oxford book of essays,2025-03-22,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,Failed nap,"Meals, Supplements, Sleep"
2024-08-23,Book:toboss,Book:toboss,reading,toboss,False,The Oxford Book of Short Stories,2024-09-14,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Snack,"Meals, Supplements, Sleep"
2024-08-27,book:ctl,book:ctl,reading,ctl,False,consider the lobster,2024-08-27,127.5,135.0,7.5,15.0,15.0,127.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2024-09-12,Book:toboss,Book:toboss,reading,toboss,False,The Oxford Book of Short Stories,2024-09-14,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,Drink,Waste Time
2024-10-01,book:huc,book:huc,reading,huc,False,hitlers uranium club,2024-10-02,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2024-10-10,book:shilav,book:shilav,reading,shilav,False,self help is like a vaccine,2024-10-11,67.5,75.0,7.5,15.0,15.0,67.5,0.0,calendar_analysis_duration_overlap_lte_15m,Amelia,Things
2024-10-23,book:tdm,book:tdm,reading,tdm,False,The Doomsday Machine,2024-10-24,382.5,390.0,7.5,15.0,15.0,382.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2024-10-27,Book:htfaaeaswb,Book:htfaaeaswb,reading,htfaaeaswb,False,How to Fail at Almost Everything and Still Win Big,2024-10-31,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Spa,Things
2024-10-30,book:htfaaeaswb,book:htfaaeaswb,reading,htfaaeaswb,False,How to Fail at Almost Everything and Still Win Big,2024-10-31,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,anki,clark.benham@gmail.com
2024-11-02,Read math,Read math,reading,math,False,,,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,sleep,"Meals, Supplements, Sleep"
2024-11-08,finished book: metropolis man,finished book: metropolis man,finished,metropolis man,False,metropolis man,2024-11-08,82.5,90.0,7.5,15.0,15.0,82.5,0.0,calendar_analysis_duration_overlap_lte_15m,Amelia,Things
2024-11-13,read podcasts,read podcasts,reading,podcasts,False,,,37.5,45.0,7.5,15.0,7.5,37.5,0.0,calendar_analysis_duration_overlap_lte_15m,Snacks | junk food,"Meals, Supplements, Sleep"
2024-11-21,book:declare,book:declare,reading,declare,False,"Declare_ A novel - Powers, Tim.pdf",2024-11-28,127.5,135.0,7.5,15.0,15.0,127.5,0.0,calendar_analysis_duration_overlap_lte_15m,Dinner,"Meals, Supplements, Sleep"
2024-11-30,Book:thmp,Book:thmp,reading,thmp,False,,,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,breakfast,"Meals, Supplements, Sleep"
2024-12-04,Book:htwww,Book:htwww,reading,htwww,False,htwww,2024-12-11,112.5,120.0,7.5,15.0,7.5,112.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch | snack,"Meals, Supplements, Sleep"
2024-12-05,Book:htwww,Book:htwww,reading,htwww,False,htwww,2024-12-11,157.5,165.0,7.5,15.0,15.0,157.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2024-12-11,book:mle,book:mle,reading,mle,False,machine learning engineering,2024-12-12,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Amelia,Things
2024-12-17,book:eopp,book:eopp,reading,eopp,False,,,82.5,90.0,7.5,15.0,15.0,82.5,0.0,calendar_analysis_duration_overlap_lte_15m,wiki,Waste Time
2024-12-18,Book:taomi,Book:taomi,reading,taomi,False,the art of military innovation,2024-12-19,97.5,105.0,7.5,15.0,15.0,97.5,0.0,calendar_analysis_duration_overlap_lte_15m,Airport,Things
2024-12-22,book:htkap,book:htkap,reading,htkap,False,,,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,drive back from Chesapeake,Things
2024-12-23,Book:kbhb,Book:kbhb,reading,kbhb,False,Kipling by Harold bloom,2024-12-23,37.5,45.0,7.5,15.0,15.0,37.5,0.0,calendar_analysis_duration_overlap_lte_15m,Porn tug,Waste Time
2024-12-28,book:md,book:md,reading,md,False,Ms Dalloway,2025-01-01,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,breakfast,"Meals, Supplements, Sleep"
2025-01-01,Finished book: Ms Dalloway,Finished book: Ms Dalloway,finished,Ms Dalloway,False,Ms Dalloway,2025-01-01,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,Amelia,Things
2025-01-02,Finished book: Apollo,Finished book: Apollo,finished,Apollo,False,Apollo: The Race to the Moon,2025-01-02,172.5,180.0,7.5,15.0,15.0,172.5,0.0,calendar_analysis_duration_overlap_lte_15m,anki,clark.benham@gmail.com
2025-01-04,book:laf,book:laf,reading,laf,False,Life and Fate,2025-01-22,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Amelia cuddle,Things
2025-01-07,Book:laf,Book:laf,reading,laf,False,Life and Fate,2025-01-22,97.5,105.0,7.5,15.0,15.0,97.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-01-20,Book:laf,Book:laf,reading,laf,False,Life and Fate,2025-01-22,97.5,105.0,7.5,15.0,15.0,97.5,0.0,calendar_analysis_duration_overlap_lte_15m,Jack,Waste Time
2025-01-22,Book:laf,Book:laf,reading,laf,False,Life and Fate,2025-01-22,127.5,135.0,7.5,15.0,15.0,127.5,0.0,calendar_analysis_duration_overlap_lte_15m,Sunset,Things
2025-01-22,book:tee,book:tee,reading,tee,False,the effective executive,2026-01-29,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-02-01,finished book: atomic habits,finished book: atomic habits,finished,atomic habits,False,Atomic Habits,2025-02-01,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,rank,clark.benham@gmail.com
2025-02-05,book:lkd,book:lkd,reading,lkd,False,,,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Nap,"Meals, Supplements, Sleep"
2025-02-06,Book:micro-services,Book:micro-services,reading,micro-services,False,micro-services,2025-02-09,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Cook,Things
2025-02-06,book:tc,book:tc,reading,tc,False,,,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,Walk,Things
2025-02-26,Book:sp,Book:sp,reading,sp,False,,,97.5,105.0,7.5,15.0,15.0,97.5,0.0,calendar_analysis_duration_overlap_lte_15m,Food,"Meals, Supplements, Sleep"
2025-03-20,Book:tpk,Book:tpk,reading,tpk,False,the pale king,2025-03-21,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,Jack,Waste Time
2025-03-22,Book:toboe,Book:toboe,reading,toboe,False,the Oxford book of essays,2025-03-22,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Lie in sun,Things
2025-03-25,Book:tpw,Book:tpw,reading,tpw,False,the pentagon wars,2025-03-31,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,Porn,Waste Time
2025-04-01,book:oc,book:oc,reading,oc,False,on China,2025-04-19,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,1 beer,Waste Time
2025-04-18,finished book: you just dont understand,finished book: you just dont understand,finished,you just dont understand,False,you just dont understand,2025-04-18,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,Dinner,"Meals, Supplements, Sleep"
2025-04-19,Book:oc,Book:oc,reading,oc,False,on China,2025-04-19,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,Nap,"Meals, Supplements, Sleep"
2025-04-25,Book:tptp,Book:tptp,reading,tptp,False,The Path to Power: The Years of Lyndon Johnson I,2025-05-04,97.5,105.0,7.5,15.0,15.0,97.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-04-30,Book:cp,Book:cp,reading,cp,False,,,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,toastmasters,Things
2025-04-30,Book:mml,Book:mml,reading,mml,False,Mathematics for Machine Learning,2025-07-09,22.5,30.0,7.5,15.0,15.0,22.5,0.0,calendar_analysis_duration_overlap_lte_15m,Jack,Waste Time
2025-05-01,Book:mml,Book:mml,reading,mml,False,Mathematics for Machine Learning,2025-07-09,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,breakfast,"Meals, Supplements, Sleep"
2025-05-04,Finished book: the path to power,Finished book: the path to power,finished,The Path to Power: The Years of Lyndon Johnson I,False,The Path to Power: The Years of Lyndon Johnson I,2025-05-04,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,Food,"Meals, Supplements, Sleep"
2025-05-04,book:refactoring,book:refactoring,reading,refactoring,False,,,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,sleep,"Meals, Supplements, Sleep"
2025-05-07,finished book: means of ascent,finished book: means of ascent,finished,means of ascent,False,means of ascent,2025-05-07,187.5,195.0,7.5,15.0,15.0,187.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-05-19,finished book: master of the senate,finished book: master of the senate,finished,master of the senate,False,master of the senate,2025-05-19,247.5,255.0,7.5,15.0,15.0,247.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-05-22,book:tpop,book:tpop,reading,tpop,False,the passage of power,2025-05-27,442.5,450.0,7.5,15.0,15.0,442.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-06-01,Book:Kissinger,Book:Kissinger,reading,Kissinger,False,Kissinger,2025-06-11,67.5,75.0,7.5,15.0,15.0,67.5,0.0,calendar_analysis_duration_overlap_lte_15m,Drink,Waste Time
2025-06-17,Finished book: bureaucracy,Finished book: bureaucracy,finished,bureaucracy,False,bureaucracy,2025-06-17,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Amelia,Things
2025-06-23,book:tmotab,book:tmotab,reading,tmotab,False,the making of the atomic bomb,2025-06-24,97.5,105.0,7.5,15.0,15.0,97.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-06-24,book:tmotab,book:tmotab,reading,tmotab,False,the making of the atomic bomb,2025-06-24,247.5,255.0,7.5,15.0,15.0,247.5,0.0,calendar_analysis_duration_overlap_lte_15m,food,"Meals, Supplements, Sleep"
2025-07-05,book:ds,book:ds,reading,ds,False,dark sun,2025-07-06,67.5,75.0,7.5,15.0,10.0,67.5,0.0,calendar_analysis_duration_overlap_lte_15m,discord | twitter,Waste Time
2025-07-07,Book:srthmk,Book:srthmk,reading,srthmk,False,selfish reasons to have more kids,2025-07-12,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,anki,clark.benham@gmail.com
2025-07-13,book:finao,book:finao,reading,finao,False,failure is not an option,2025-07-28,97.5,105.0,7.5,15.0,15.0,97.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-07-23,reading llm abilities,reading llm abilities,reading,ing llm abilities,False,,,82.5,90.0,7.5,15.0,15.0,82.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-07-29,book:aoa,book:aoa,reading,aoa,False,age of ambition,2025-08-02,37.5,45.0,7.5,15.0,15.0,37.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-08-10,Book:aic,Book:aic,reading,aic,False,Apple in China,2025-08-10,142.5,150.0,7.5,15.0,15.0,142.5,0.0,calendar_analysis_duration_overlap_lte_15m,Dinner,"Meals, Supplements, Sleep"
2025-08-13,Book:tpv,Book:tpv,reading,tpv,False,the price of victory,2025-08-14,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Dinner,"Meals, Supplements, Sleep"
2025-08-14,Book:tpv,Book:tpv,reading,tpv,False,the price of victory,2025-08-14,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,Porn,Waste Time
2025-08-14,book:tpv,book:tpv,reading,tpv,False,the price of victory,2025-08-14,142.5,150.0,7.5,15.0,15.0,142.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-08-18,Book:emfhagaa,Book:emfhagaa,reading,emfhagaa,False,,,112.5,120.0,7.5,15.0,15.0,112.5,0.0,calendar_analysis_duration_overlap_lte_15m,Dinner,"Meals, Supplements, Sleep"
2025-09-10,Book:rntl,Book:rntl,reading,rntl,False,Richard Nixon the Life,2025-09-11,307.5,315.0,7.5,15.0,15.0,307.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-09-26,Read for bed,Read for bed,reading,for bed,False,,,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,Job: diesl,clark.benham@gmail.com
2025-10-01,Book:Buckley,Book:Buckley,reading,Buckley,False,Buckley,2025-10-04,67.5,75.0,7.5,15.0,15.0,67.5,0.0,calendar_analysis_duration_overlap_lte_15m,Food,"Meals, Supplements, Sleep"
2025-10-01,Book:buckley,Book:buckley,reading,buckley,False,Buckley,2025-10-04,37.5,45.0,7.5,15.0,15.0,37.5,0.0,calendar_analysis_duration_overlap_lte_15m,job: diesl,clark.benham@gmail.com
2025-10-03,book:buckley,book:buckley,reading,buckley,False,Buckley,2025-10-04,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-10-04,Finished Book: Buckley,Finished Book: Buckley,finished,Buckley,False,Buckley,2025-10-04,67.5,75.0,7.5,15.0,15.0,67.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-10-09,book:dt,book:dt,reading,dt,False,DFW_TV.pdf,2025-10-09,7.5,15.0,7.5,15.0,15.0,7.5,0.0,calendar_analysis_duration_overlap_lte_15m,anki,clark.benham@gmail.com
2025-10-13,Book:mel,Book:mel,reading,mel,False,my early life,2025-10-14,67.5,75.0,7.5,15.0,15.0,67.5,0.0,calendar_analysis_duration_overlap_lte_15m,Tug,Waste Time
2025-10-14,finished book: my early life,finished book: my early life,finished,my early life,False,my early life,2025-10-14,82.5,90.0,7.5,15.0,15.0,82.5,0.0,calendar_analysis_duration_overlap_lte_15m,breakfast,"Meals, Supplements, Sleep"
2025-10-15,book:tsww,book:tsww,reading,tsww,False,the second world war,2025-10-21,82.5,90.0,7.5,15.0,15.0,82.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-10-20,Book:tsww,Book:tsww,reading,tsww,False,the second world war,2025-10-21,52.5,60.0,7.5,15.0,15.0,52.5,0.0,calendar_analysis_duration_overlap_lte_15m,Snack,"Meals, Supplements, Sleep"
2025-10-21,finished book: the second world war,finished book: the second world war,finished,the second world war,False,the second world war,2025-10-21,202.5,210.0,7.5,15.0,15.0,202.5,0.0,calendar_analysis_duration_overlap_lte_15m,lunch,"Meals, Supplements, Sleep"
2025-10-31,book:tpb,book:tpb,reading,tpb,False,the power broker,2025-12-04,112.5,120.0,7.5,15.0,15.0,112.5,0.0,calendar_analysis_duration_overlap_lte_15m,1 beer,Waste Time
