title,category,read_year,link,trueEnjoy,grRating,ridge_full_enjoy,rf_enjoy,gbm_enjoy,heuristic_sum
"The Media Lab: Inventing the Future at M.I.T.",General Reading,2010,https://www.goodreads.com/review/show/373688680?utm_medium=api&utm_source=rss,3,4.1,3.5982815247846403,3.299161823709844,2.7622671254511912,4.1
"Strategic Computing: DARPA and the Quest for Machine Intelligence, 1983-1993",General Reading,2018,https://www.goodreads.com/review/show/2434860176?utm_medium=api&utm_source=rss,3,3.27,2.8126278999449936,2.8606176201027456,2.6652901079298643,3.27
"The Snarkout Boys and the Avocado of Death (Snarkout Boys, #1)",General Reading,2019,https://www.goodreads.com/review/show/370570691?utm_medium=api&utm_source=rss,5,4.4,3.8822527144857184,3.6096795378627475,2.9257548071628277,4.4
"Life on the Infinite Farm",General Reading,2019,https://www.goodreads.com/review/show/2810422812?utm_medium=api&utm_source=rss,4,3.85,3.36163886670041,3.187094234950601,2.621145477958113,3.85
"Kyogoku Tamekane: Poetry and Politics in Late Kamakura Japan",General Reading,2019,https://www.goodreads.com/review/show/2805061572?utm_medium=api&utm_source=rss,3,3,2.557053829214024,2.8606176201027456,2.6652901079298643,3
"Waiting for the Wind",General Reading,2019,https://www.goodreads.com/review/show/2714850222?utm_medium=api&utm_source=rss,4,4.54,4.014772603012887,3.656207828865651,3.361656719965461,4.54
"Be a Perfect Person in Just Three Days!",General Reading,1997,https://www.goodreads.com/review/show/2799249895?utm_medium=api&utm_source=rss,4,3.7,3.219653271849872,3.1058996741370155,2.6920097982944986,3.7
"Hamlet",General Reading,2019,https://www.goodreads.com/review/show/370054358?utm_medium=api&utm_source=rss,3,4.05,3.5509529931677943,3.152219098660406,2.57426083774174,4.05
"The Alehouse at the End of the World",General Reading,2018,https://www.goodreads.com/review/show/2642855851?utm_medium=api&utm_source=rss,2,3.21,2.7558336620047785,2.8606176201027456,2.6652901079298643,3.21
"A Strange and Sometimes Sadness",General Reading,2018,https://www.goodreads.com/review/show/2640891885?utm_medium=api&utm_source=rss,3,3.84,3.3521731603770406,3.1840477112016923,2.621145477958113,3.84
"An Artist of the Floating World",General Reading,2018,https://www.goodreads.com/review/show/369947068?utm_medium=api&utm_source=rss,4,3.79,3.3048446287601947,3.154483880122026,2.82691905075889,3.79
"Vectors: Aphorisms & Ten-Second Essays",General Reading,2018,https://www.goodreads.com/review/show/2619615468?utm_medium=api&utm_source=rss,3,4.05,3.5509529931677943,3.152219098660406,2.57426083774174,4.05
"The Essays of Arthur Schopenhauer; the Wisdom of Life",General Reading,2018,https://www.goodreads.com/review/show/370053392?utm_medium=api&utm_source=rss,4,3.64,3.162859033909656,3.077028370109622,2.865842948517334,3.64
"Through the Looking-Glass and What Alice Found There (Alice's Adventures in Wonderland, #2)",General Reading,2018,https://www.goodreads.com/review/show/369889726?utm_medium=api&utm_source=rss,5,4.04,3.541487286844425,3.1413284543957407,2.57426083774174,4.04
"Like Engend'ring Like: Heredity and Animal Breeding in Early Modern England",General Reading,2018,https://www.goodreads.com/review/show/2576417422?utm_medium=api&utm_source=rss,4,4.5,3.9769097777194102,3.656207828865651,3.361656719965461,4.5
"The Universal History of Numbers: From Prehistory to the Invention of the Computer",General Reading,2001,https://www.goodreads.com/review/show/2565006721?utm_medium=api&utm_source=rss,4,4.17,3.6645414690482254,3.2943931354785496,2.6440748476244127,4.17
"Some Remarks: Essays and Other Writing – A Brilliant Collection on Science and Technology from Newton to Star Wars",General Reading,2018,https://www.goodreads.com/review/show/369888233?utm_medium=api&utm_source=rss,4,3.71,3.2291189781732403,3.1180525219192736,2.6920097982944986,3.71
"Memories of the Space Age",General Reading,2018,https://www.goodreads.com/review/show/1989915376?utm_medium=api&utm_source=rss,3,3.94,3.4468302236107324,3.167391229562459,2.645010657526909,3.94
"The Vaccinators: Smallpox, Medical Knowledge, and the 'Opening' of Japan",General Reading,2018,https://www.goodreads.com/review/show/2137221136?utm_medium=api&utm_source=rss,4,4,3.5036244615509484,3.109294885935889,2.5386562938085575,4
"Plant Breeding Reviews: volume 24, Part 1 : Long-term, Selection : Maize",General Reading,2018,https://www.goodreads.com/review/show/2532495356?utm_medium=api&utm_source=rss,3,3,2.557053829214024,2.8606176201027456,2.6652901079298643,3
"Low-Aptitude Men in the Military: Who Profits, Who Pays?",General Reading,2018,https://www.goodreads.com/review/show/2481763794?utm_medium=api&utm_source=rss,4,2.75,2.3204111711297934,2.8606176201027456,2.6652901079298643,2.75
"The Adventures of Huckleberry Finn (Adventures of Tom and Huck, #2)",General Reading,2018,https://www.goodreads.com/review/show/370053295?utm_medium=api&utm_source=rss,2,3.82,3.3332417477303022,3.157021060768792,2.621145477958113,3.82
"Three Parts Dead (Craft Sequence, #1)",General Reading,2018,https://www.goodreads.com/review/show/1862373906?utm_medium=api&utm_source=rss,3,3.94,3.4468302236107324,3.167391229562459,2.645010657526909,3.94
"Eclipse Two",General Reading,2018,https://www.goodreads.com/review/show/369923240?utm_medium=api&utm_source=rss,4,4.21,3.702404294341702,3.4095684461202582,2.895634800768575,4.21
"Narrow Roads of Gene Land: The Collected Papers of W. D. HamiltonVolume 1: Evolution of Social Behaviour",General Reading,2018,https://www.goodreads.com/review/show/2120854807?utm_medium=api&utm_source=rss,4,4.26,3.749732825958548,3.4694619338328896,2.9275548225167403,4.26
"Genius Revisited: High IQ Children Grown Up (Creativity Research)",General Reading,2016,https://www.goodreads.com/review/show/1673254695?utm_medium=api&utm_source=rss,3,3.88,3.3900359856705173,3.1916184602363327,2.621145477958113,3.88
"Cat Sense: How the New Feline Science Can Make You a Better Friend to Your Pet",General Reading,2018,https://www.goodreads.com/review/show/2044521271?utm_medium=api&utm_source=rss,4,3.49,3.0208734390591174,2.9449681630854956,2.6652901079298643,3.49
"The Miracle Morning for Writers: How to Build a Writing Ritual That Increases Your Impact and Your Income, Before 8AM",General Reading,2018,https://www.goodreads.com/review/show/2427202969?utm_medium=api&utm_source=rss,2,4.01,3.5130901678743176,3.130877929761123,2.57426083774174,4.01
"Zen Koans",General Reading,2018,https://www.goodreads.com/review/show/2427194377?utm_medium=api&utm_source=rss,4,4,3.5036244615509484,3.109294885935889,2.5386562938085575,4
"The Cat in Ancient Egypt",General Reading,2018,https://www.goodreads.com/review/show/2427193762?utm_medium=api&utm_source=rss,3,3.92,3.427898810963994,3.16665920115171,2.621145477958113,3.92
"The Freeze-Frame Revolution",General Reading,2018,https://www.goodreads.com/review/show/2362077853?utm_medium=api&utm_source=rss,3,3.88,3.3900359856705173,3.1916184602363327,2.621145477958113,3.88
"Anti-Tech Revolution: Why and How",General Reading,2017,https://www.goodreads.com/review/show/1997329160?utm_medium=api&utm_source=rss,2,3.92,3.427898810963994,3.16665920115171,2.621145477958113,3.92
"Recollections of Wittgenstein",General Reading,2018,https://www.goodreads.com/review/show/2240795922?utm_medium=api&utm_source=rss,4,4,3.5036244615509484,3.109294885935889,2.5386562938085575,4
"Genetic Diversity & Human Equality",General Reading,2017,https://www.goodreads.com/review/show/2155843629?utm_medium=api&utm_source=rss,4,3.44,2.9735449074422706,2.847226251055127,2.6652901079298643,3.44
"Creativity",General Reading,2017,https://www.goodreads.com/review/show/2235028845?utm_medium=api&utm_source=rss,3,3.22,2.7652993683281477,2.8606176201027456,2.6652901079298643,3.22
"Sunset in a Spider Web; Sijo Poetry of Ancient Korea",General Reading,2017,https://www.goodreads.com/review/show/370662280?utm_medium=api&utm_source=rss,4,4.09,3.588815818461272,3.301044940592961,2.7622671254511912,4.09
"Selected Poems: Summer Knowledge",General Reading,2017,https://www.goodreads.com/review/show/692352114?utm_medium=api&utm_source=rss,3,3.93,3.437364517287364,3.1705351892940024,2.645010657526909,3.93
"Twig",General Reading,2017,https://www.goodreads.com/review/show/1997707162?utm_medium=api&utm_source=rss,3,4.37,3.85385559551561,3.4821218681820705,2.954018112679327,4.37
"Unforgotten Dreams",General Reading,2017,https://www.goodreads.com/review/show/370990566?utm_medium=api&utm_source=rss,5,4.39,3.8727870081623483,3.615679537862747,2.954018112679327,4.39
"Artificial Life: A Report from the Frontier Where Computers Meet Biology",General Reading,2017,https://www.goodreads.com/review/show/2151654462?utm_medium=api&utm_source=rss,4,4,3.5036244615509484,3.109294885935889,2.5386562938085575,4
"The Origins of Theoretical Population Genetics",General Reading,2017,https://www.goodreads.com/review/show/2108707003?utm_medium=api&utm_source=rss,3,3.98,3.48469304890421,3.1166020754783723,2.5386562938085575,3.98
"Studies in the History of Accounting",General Reading,2017,https://www.goodreads.com/review/show/2132031634?utm_medium=api&utm_source=rss,3,3,2.557053829214024,2.8606176201027456,2.6652901079298643,3
"The Too-Clever Fox (Grishaverse, #2.5)",General Reading,2013,https://www.goodreads.com/review/show/2118305408?utm_medium=api&utm_source=rss,4,3.92,3.427898810963994,3.16665920115171,2.621145477958113,3.92
"The King In Yellow",General Reading,2017,https://www.goodreads.com/review/show/372186394?utm_medium=api&utm_source=rss,4,3.49,3.0208734390591174,2.9449681630854956,2.6652901079298643,3.49
"The Great Ordeal (Aspect-Emperor, #3)",General Reading,2017,https://www.goodreads.com/review/show/2080058928?utm_medium=api&utm_source=rss,4,4.08,3.5793501121379028,3.2941670084941954,2.7622671254511912,4.08
"Deep Work: Rules for Focused Success in a Distracted World",General Reading,2017,https://www.goodreads.com/review/show/2065909998?utm_medium=api&utm_source=rss,3,4.15,3.645610056401488,3.2800756050654156,2.6440748476244127,4.15
"Beekeeping for Dummies",General Reading,2017,https://www.goodreads.com/review/show/2045009823?utm_medium=api&utm_source=rss,3,4.19,3.6834728816949647,3.3149541704042047,2.6440748476244127,4.19
"Ethics",General Reading,2017,https://www.goodreads.com/review/show/372401223?utm_medium=api&utm_source=rss,4,4.01,3.5130901678743176,3.130877929761123,2.57426083774174,4.01
"Site Reliability Engineering: How Google Runs Production Systems",General Reading,2017,https://www.goodreads.com/review/show/1896373662?utm_medium=api&utm_source=rss,4,4.2,3.692938588018333,3.38316215536463,2.895634800768575,4.2
"The Anubis Gates",General Reading,2017,https://www.goodreads.com/review/show/369915661?utm_medium=api&utm_source=rss,4,3.93,3.437364517287364,3.1705351892940024,2.645010657526909,3.93
"Bare-Faced Messiah: The True Story Of L. Ron Hubbard",General Reading,2008,https://www.goodreads.com/review/show/1867412389?utm_medium=api&utm_source=rss,4,4.07,3.5698844058145327,3.280851700523182,2.7622671254511912,4.07
"Rubáiyát of Omar Khayyám",General Reading,2016,https://www.goodreads.com/review/show/372224489?utm_medium=api&utm_source=rss,4,4.1,3.5982815247846403,3.299161823709844,2.7622671254511912,4.1
"Montaillou: The Promised Land of Error",General Reading,2016,https://www.goodreads.com/review/show/1762830919?utm_medium=api&utm_source=rss,4,4.01,3.5130901678743176,3.130877929761123,2.57426083774174,4.01
"Seeds in the Heart: Japanese Literature from Earliest Times to the Late Sixteenth Century",General Reading,2006,https://www.goodreads.com/review/show/370218034?utm_medium=api&utm_source=rss,5,4.42,3.901184127132456,3.7046565988456712,3.361656719965461,4.42
"The Essential Marx (Dover Books on Western Philosophy)",General Reading,2002,https://www.goodreads.com/review/show/1757795193?utm_medium=api&utm_source=rss,3,4.02,3.522555874197687,3.130877929761123,2.57426083774174,4.02
"The Complete Far Side, 1980–1994",General Reading,2005,https://www.goodreads.com/review/show/1750726335?utm_medium=api&utm_source=rss,4,4.68,4.147292491540057,3.656207828865651,3.361656719965461,4.68
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",General Reading,2016,https://www.goodreads.com/review/show/369824370?utm_medium=api&utm_source=rss,4,4.55,4.0242383093362575,3.656207828865651,3.361656719965461,4.55
"Infinite in All Directions",General Reading,2016,https://www.goodreads.com/review/show/370150431?utm_medium=api&utm_source=rss,3,3.98,3.48469304890421,3.1166020754783723,2.5386562938085575,3.98
"The Sports Gene: Inside the Science of Extraordinary Athletic Performance",General Reading,2016,https://www.goodreads.com/review/show/1666081413?utm_medium=api&utm_source=rss,4,4.19,3.6834728816949647,3.3149541704042047,2.6440748476244127,4.19
"Latro in the Mist",General Reading,2016,https://www.goodreads.com/review/show/369833776?utm_medium=api&utm_source=rss,5,4.2,3.692938588018333,3.38316215536463,2.895634800768575,4.2
"On Speed: From Benzedrine to Adderall",General Reading,2016,https://www.goodreads.com/review/show/1618777295?utm_medium=api&utm_source=rss,4,4.1,3.5982815247846403,3.299161823709844,2.7622671254511912,4.1
"Small Memory Software: Patterns for Systems With Limited Memory (Software Patterns Series)",General Reading,2008,https://www.goodreads.com/review/show/1578715846?utm_medium=api&utm_source=rss,4,3.69,3.210187565526502,3.083161219694678,2.6920097982944986,3.69
"Drugs Unlimited: The Web Revolution That's Changing How the World Gets High",General Reading,2016,https://www.goodreads.com/review/show/1573766728?utm_medium=api&utm_source=rss,4,3.95,3.4562959299341025,3.167391229562459,2.645010657526909,3.95
"On the Nature of Things (Hackett Classics)",General Reading,2016,https://www.goodreads.com/review/show/1449446725?utm_medium=api&utm_source=rss,4,3.83,3.3427074540536714,3.1791866000905817,2.621145477958113,3.83
"Dawn to the West: Japanese Literature of the Modern Era; Fiction",General Reading,2016,https://www.goodreads.com/review/show/370217509?utm_medium=api&utm_source=rss,3,4.3,3.787595651252025,3.4863445750852065,3.0740397452633794,4.3
"The Dark Forest (Remembrance of Earth’s Past, #2)",General Reading,2016,https://www.goodreads.com/review/show/1501148513?utm_medium=api&utm_source=rss,4,4.39,3.8727870081623483,3.615679537862747,2.954018112679327,4.39
"The Myth of Sisyphus",General Reading,2015,https://www.goodreads.com/review/show/369958707?utm_medium=api&utm_source=rss,4,4.23,3.7213357069884414,3.432424911847278,2.9275548225167403,4.23
"Do No Harm: Stories of Life, Death and Brain Surgery",General Reading,2015,https://www.goodreads.com/review/show/1142762395?utm_medium=api&utm_source=rss,5,4.23,3.7213357069884414,3.432424911847278,2.9275548225167403,4.23
"Ethan Frome",General Reading,2002,https://www.goodreads.com/review/show/1430859742?utm_medium=api&utm_source=rss,4,3.43,2.9640792011189014,2.847226251055127,2.6652901079298643,3.43
"Epic Measures: One Doctor. Seven Billion Patients.",General Reading,2015,https://www.goodreads.com/review/show/1397860469?utm_medium=api&utm_source=rss,3,4.12,3.6172129374313795,3.2779417955487715,2.7622671254511912,4.12
"Practical Criticism: A Study of Literary Judgment",General Reading,2015,https://www.goodreads.com/review/show/1378379226?utm_medium=api&utm_source=rss,3,3.69,3.210187565526502,3.083161219694678,2.6920097982944986,3.69
"World Within Walls: Japanese Literature of the Pre-Modern Era, 1600-1867",General Reading,2015,https://www.goodreads.com/review/show/370217658?utm_medium=api&utm_source=rss,4,4.18,3.6740071753715946,3.2943931354785496,2.6440748476244127,4.18
"The Immortalists: Charles Lindbergh, Dr. Alexis Carrel, and Their Daring Quest to Live Forever",General Reading,2008,https://www.goodreads.com/review/show/1379515443?utm_medium=api&utm_source=rss,4,3.95,3.4562959299341025,3.167391229562459,2.645010657526909,3.95
"Reinforcement Learning: An Introduction (Adaptive Computation and Machine Learning)",General Reading,2015,https://www.goodreads.com/review/show/1332047670?utm_medium=api&utm_source=rss,4,4.55,4.0242383093362575,3.656207828865651,3.361656719965461,4.55
"The Martian",General Reading,2015,https://www.goodreads.com/review/show/1345898816?utm_medium=api&utm_source=rss,4,4.41,3.8917184208090876,3.6709281244737855,3.279590609986401,4.41
"Still Alice",General Reading,2015,https://www.goodreads.com/review/show/1340876359?utm_medium=api&utm_source=rss,4,4.32,3.806527063898764,3.478839420587795,3.0740397452633794,4.32
"Command and Control: Nuclear Weapons, the Damascus Accident, and the Illusion of Safety",General Reading,2015,https://www.goodreads.com/review/show/1334811943?utm_medium=api&utm_source=rss,4,4.24,3.7308014133118106,3.4402107118031364,2.9275548225167403,4.24
"Last Poems by A. E. Housman",General Reading,2015,https://www.goodreads.com/review/show/1308895591?utm_medium=api&utm_source=rss,3,3.75,3.266981803466718,3.143957952431198,2.9420243767299623,3.75
"Additional Poems",General Reading,2015,https://www.goodreads.com/review/show/1305546802?utm_medium=api&utm_source=rss,2,3.25,2.793696487298256,2.8606176201027456,2.6652901079298643,3.25
"The Art of UNIX Programming",General Reading,2014,https://www.goodreads.com/review/show/1106510619?utm_medium=api&utm_source=rss,3,4,3.5036244615509484,3.109294885935889,2.5386562938085575,4
"The Iliad",General Reading,2015,https://www.goodreads.com/review/show/370056976?utm_medium=api&utm_source=rss,2,3.96,3.4657616362574717,3.1368509099167032,2.5386562938085575,3.96
"The Sagas of Icelanders",General Reading,2015,https://www.goodreads.com/review/show/370131884?utm_medium=api&utm_source=rss,4,4.31,3.797061357575395,3.478839420587795,3.0740397452633794,4.31
"Rational Choice in an Uncertain World",General Reading,2015,https://www.goodreads.com/review/show/370038195?utm_medium=api&utm_source=rss,3,4.28,3.7686642386052873,3.4776567106026426,3.0740397452633794,4.28
"Harry Potter and the Methods of Rationality",General Reading,2015,https://www.goodreads.com/review/show/369951479?utm_medium=api&utm_source=rss,4,4.38,3.86332130183898,3.5961210061167157,2.954018112679327,4.38
"From the Country of Eight Islands: An Anthology of Japanese Poetry",General Reading,2003,https://www.goodreads.com/review/show/1222322405?utm_medium=api&utm_source=rss,4,4.52,3.9958411903661486,3.656207828865651,3.361656719965461,4.52
"The Three-Body Problem (Remembrance of Earth’s Past, #1)",General Reading,2015,https://www.goodreads.com/review/show/1220490975?utm_medium=api&utm_source=rss,4,4.07,3.5698844058145327,3.280851700523182,2.7622671254511912,4.07
"Welcome to the N.H.K.",General Reading,2015,https://www.goodreads.com/review/show/1218221449?utm_medium=api&utm_source=rss,4,4.08,3.5793501121379028,3.2941670084941954,2.7622671254511912,4.08
"Japan Edge: The Insider's Guide to Japanese Pop Subculture",General Reading,2015,https://www.goodreads.com/review/show/370995883?utm_medium=api&utm_source=rss,3,3.39,2.9262163758254247,2.847226251055127,2.6652901079298643,3.39
"Peopleware: Productive Projects and Teams",General Reading,2015,https://www.goodreads.com/review/show/369829079?utm_medium=api&utm_source=rss,3,4.11,3.6077472311080103,3.290748344706648,2.7622671254511912,4.11
"Palimpsests",General Reading,2015,https://www.goodreads.com/review/show/1199134018?utm_medium=api&utm_source=rss,3,3.47,3.001942026412379,2.9320672931221257,2.6652901079298643,3.47
"The Cartoon Guide to Statistics",General Reading,2004,https://www.goodreads.com/review/show/369972038?utm_medium=api&utm_source=rss,4,3.92,3.427898810963994,3.16665920115171,2.621145477958113,3.92
"The Manga Guide to Statistics",General Reading,2009,https://www.goodreads.com/review/show/369972166?utm_medium=api&utm_source=rss,2,3.93,3.437364517287364,3.1705351892940024,2.645010657526909,3.93
"Strange Attractors (Chaos Chronicles, #2)",General Reading,2015,https://www.goodreads.com/review/show/372399441?utm_medium=api&utm_source=rss,2,3.78,3.2953789224368255,3.1543829034891924,2.82691905075889,3.78
"Introducing Nietzsche: A Graphic Guide",General Reading,2015,https://www.goodreads.com/review/show/639814920?utm_medium=api&utm_source=rss,3,3.86,3.371104573023779,3.186715309829828,2.621145477958113,3.86
"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",General Reading,2015,https://www.goodreads.com/review/show/455206641?utm_medium=api&utm_source=rss,4,4.22,3.7118700006650713,3.419836382232142,2.9132384554091955,4.22
"Congressional Anecdotes",General Reading,1998,https://www.goodreads.com/review/show/1167350345?utm_medium=api&utm_source=rss,3,3.84,3.3521731603770406,3.1840477112016923,2.621145477958113,3.84
"The Causal Angel (Jean le Flambeur, #3)",General Reading,2015,https://www.goodreads.com/review/show/985279455?utm_medium=api&utm_source=rss,4,4.19,3.6834728816949647,3.3149541704042047,2.6440748476244127,4.19
"The Fractal Prince (Jean le Flambeur, #2)",General Reading,2015,https://www.goodreads.com/review/show/929060536?utm_medium=api&utm_source=rss,4,4.06,3.5604186994911635,3.1458820859969077,2.57426083774174,4.06
"The Principles of Psychology",General Reading,2014,https://www.goodreads.com/review/show/370132738?utm_medium=api&utm_source=rss,4,3.9,3.4089673983172557,3.1602654121873868,2.621145477958113,3.9
"Ender In Exile (Ender's Saga, #6)",General Reading,2014,https://www.goodreads.com/review/show/369823726?utm_medium=api&utm_source=rss,2,3.97,3.475227342580841,3.134045811789025,2.5386562938085575,3.97
"I Am a Cat",General Reading,2014,https://www.goodreads.com/review/show/369923492?utm_medium=api&utm_source=rss,3,3.68,3.200721859203133,3.06925610764986,2.6920097982944986,3.68
"The Quantum Thief (Jean le Flambeur, #1)",General Reading,2014,https://www.goodreads.com/review/show/925882050?utm_medium=api&utm_source=rss,4,3.83,3.3427074540536714,3.1791866000905817,2.621145477958113,3.83
"Diaspora",General Reading,2014,https://www.goodreads.com/review/show/369827529?utm_medium=api&utm_source=rss,5,4.11,3.6077472311080103,3.290748344706648,2.7622671254511912,4.11
"Fine Structure",General Reading,2011,https://www.goodreads.com/review/show/1131575671?utm_medium=api&utm_source=rss,3,4.1,3.5982815247846403,3.299161823709844,2.7622671254511912,4.1
"Ra",General Reading,2014,https://www.goodreads.com/review/show/1131569634?utm_medium=api&utm_source=rss,4,4.02,3.522555874197687,3.130877929761123,2.57426083774174,4.02
"The Far Side Gallery 3",General Reading,2014,https://www.goodreads.com/review/show/1116408657?utm_medium=api&utm_source=rss,3,4.43,3.910649833455826,3.7046565988456712,3.361656719965461,4.43
"Lud-in-the-Mist",General Reading,2014,https://www.goodreads.com/review/show/371660628?utm_medium=api&utm_source=rss,4,3.86,3.371104573023779,3.186715309829828,2.621145477958113,3.86
"A Clockwork Orange",General Reading,2014,https://www.goodreads.com/review/show/369880431?utm_medium=api&utm_source=rss,4,3.98,3.48469304890421,3.1166020754783723,2.5386562938085575,3.98
"Modern Egypt",General Reading,2014,https://www.goodreads.com/review/show/616631455?utm_medium=api&utm_source=rss,3,3,2.557053829214024,2.8606176201027456,2.6652901079298643,3
"Japan's Imperial Conspiracy: How Emperor Hirohito Led Japan Into War Against the West",General Reading,2014,https://www.goodreads.com/review/show/370201412?utm_medium=api&utm_source=rss,4,3.67,3.1912561528797627,3.0735828572891095,2.865842948517334,3.67
"A Book Of Luminous Things: An International Anthology of Poetry",General Reading,2012,https://www.goodreads.com/review/show/430341589?utm_medium=api&utm_source=rss,3,4.18,3.6740071753715946,3.2943931354785496,2.6440748476244127,4.18
"I Am Legend",General Reading,2014,https://www.goodreads.com/review/show/369860304?utm_medium=api&utm_source=rss,3,4.48,3.9579783650726728,3.656207828865651,3.361656719965461,4.48
"Blood and Beauty (The Borgias #1)",General Reading,2014,https://www.goodreads.com/review/show/1060172211?utm_medium=api&utm_source=rss,3,3.56,3.0871333833227026,3.0684152270778267,2.910628499887679,3.56
"The Art of Writing: Lu Chi's Wen Fu",General Reading,2013,https://www.goodreads.com/review/show/1002126713?utm_medium=api&utm_source=rss,4,4.16,3.6550757627248562,3.2764615559201165,2.6440748476244127,4.16
"A Night in the Lonesome October",General Reading,2014,https://www.goodreads.com/review/show/999082042?utm_medium=api&utm_source=rss,3,4.12,3.6172129374313795,3.2779417955487715,2.7622671254511912,4.12
"Roadside Picnic",General Reading,2014,https://www.goodreads.com/review/show/988946184?utm_medium=api&utm_source=rss,3,4.15,3.645610056401488,3.2800756050654156,2.6440748476244127,4.15
"Brain Wave",General Reading,2014,https://www.goodreads.com/review/show/371652746?utm_medium=api&utm_source=rss,3,3.71,3.2291189781732403,3.1180525219192736,2.6920097982944986,3.71
"Manna",General Reading,2008,https://www.goodreads.com/review/show/974706877?utm_medium=api&utm_source=rss,4,3.71,3.2291189781732403,3.1180525219192736,2.6920097982944986,3.71
"Fragments of an Anarchist Anthropology (Paradigm)",General Reading,2014,https://www.goodreads.com/review/show/971208595?utm_medium=api&utm_source=rss,4,4.24,3.7308014133118106,3.4402107118031364,2.9275548225167403,4.24
"The Trumpeter of Krakow",General Reading,1999,https://www.goodreads.com/review/show/370939843?utm_medium=api&utm_source=rss,4,3.75,3.266981803466718,3.143957952431198,2.9420243767299623,3.75
"The Sign of the Seahorse",General Reading,1999,https://www.goodreads.com/review/show/956712468?utm_medium=api&utm_source=rss,5,4.14,3.636144350078118,3.2468061167187683,2.5515307663290194,4.14
"Catch-22",General Reading,2014,https://www.goodreads.com/review/show/369851788?utm_medium=api&utm_source=rss,5,3.99,3.4941587552275792,3.109294885935889,2.5386562938085575,3.99
"The Pelican Brief",General Reading,2014,https://www.goodreads.com/review/show/370606721?utm_medium=api&utm_source=rss,3,3.82,3.3332417477303022,3.157021060768792,2.621145477958113,3.82
"The Story of Life Insurance",General Reading,2009,https://www.goodreads.com/review/show/941251993?utm_medium=api&utm_source=rss,3,3,2.557053829214024,2.8606176201027456,2.6652901079298643,3
"Letters from a Stoic",General Reading,2014,https://www.goodreads.com/review/show/823642906?utm_medium=api&utm_source=rss,3,4.32,3.806527063898764,3.478839420587795,3.0740397452633794,4.32
"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",General Reading,2014,https://www.goodreads.com/review/show/369928533?utm_medium=api&utm_source=rss,2,4.57,4.043169721982996,3.656207828865651,3.361656719965461,4.57
"The Autumn of the Patriarch",General Reading,2014,https://www.goodreads.com/review/show/914225984?utm_medium=api&utm_source=rss,4,3.89,3.3995016919938865,3.1694320895565324,2.621145477958113,3.89
"The Te of Piglet",General Reading,2014,https://www.goodreads.com/review/show/370217047?utm_medium=api&utm_source=rss,4,3.78,3.2953789224368255,3.1543829034891924,2.82691905075889,3.78
"The Adventures of Tom Sawyer",General Reading,2014,https://www.goodreads.com/review/show/370165087?utm_medium=api&utm_source=rss,3,3.92,3.427898810963994,3.16665920115171,2.621145477958113,3.92
"Robinson Crusoe",General Reading,2014,https://www.goodreads.com/review/show/369889074?utm_medium=api&utm_source=rss,3,3.69,3.210187565526502,3.083161219694678,2.6920097982944986,3.69
"Rogue Male (Rogue Male, #1)",General Reading,2014,https://www.goodreads.com/review/show/741905537?utm_medium=api&utm_source=rss,4,3.92,3.427898810963994,3.16665920115171,2.621145477958113,3.92
"The Invention of Morel",General Reading,2014,https://www.goodreads.com/review/show/801696641?utm_medium=api&utm_source=rss,3,4,3.5036244615509484,3.109294885935889,2.5386562938085575,4
"Guerrilla Warfare",General Reading,2003,https://www.goodreads.com/review/show/884163293?utm_medium=api&utm_source=rss,3,3.79,3.3048446287601947,3.154483880122026,2.82691905075889,3.79
"The Sandman, Vol. 7: Brief Lives",General Reading,2014,https://www.goodreads.com/review/show/369836433?utm_medium=api&utm_source=rss,4,4.55,4.0242383093362575,3.656207828865651,3.361656719965461,4.55
"The Rediscovery of Man: The Complete Short Science Fiction of Cordwainer Smith",General Reading,2014,https://www.goodreads.com/review/show/370127265?utm_medium=api&utm_source=rss,5,4.42,3.901184127132456,3.7046565988456712,3.361656719965461,4.42
"The Last Unicorn (The Last Unicorn, #1)",General Reading,1998,https://www.goodreads.com/review/show/369946017?utm_medium=api&utm_source=rss,4,4.16,3.6550757627248562,3.2764615559201165,2.6440748476244127,4.16
"Six Memos for the Next Millennium",General Reading,2014,https://www.goodreads.com/review/show/835469473?utm_medium=api&utm_source=rss,3,4.24,3.7308014133118106,3.4402107118031364,2.9275548225167403,4.24
"Due Considerations: Essays and Criticism",General Reading,2008,https://www.goodreads.com/review/show/370149503?utm_medium=api&utm_source=rss,3,4.05,3.5509529931677943,3.152219098660406,2.57426083774174,4.05
"Black Swan Green",General Reading,2008,https://www.goodreads.com/review/show/369971655?utm_medium=api&utm_source=rss,3,3.97,3.475227342580841,3.134045811789025,2.5386562938085575,3.97
"All Tomorrow's Parties (Bridge, #3)",General Reading,2008,https://www.goodreads.com/review/show/370636092?utm_medium=api&utm_source=rss,2,3.92,3.427898810963994,3.16665920115171,2.621145477958113,3.92
"Burning Chrome (Sprawl, #0)",General Reading,2008,https://www.goodreads.com/review/show/369830392?utm_medium=api&utm_source=rss,4,4.07,3.5698844058145327,3.280851700523182,2.7622671254511912,4.07
